mp_id,material,spectral_spread,freq_gap_max_THz,freq_gap_max_ratio,frac_sv2_below_median,spectral_entropy,n_modes,phonopy_version
28590,Hg4As2I3,0.790613,1.322,0.171,0.3825,0.8771,216,3.4.0
29958,Hg7(PO5)2,0.91214,8.9026,0.2958,0.3784,0.8343,114,3.4.0
706,HgF,0.759261,3.9863,0.305,0.3507,0.8226,12,3.4.0
1224,HgO,0.884197,5.198,0.279,0.2737,0.9074,24,3.4.0
22574,HgP14Pb,0.542231,0.9201,0.0658,0.8437,0.8147,192,3.4.0
7293,HgPSe3,0.831007,3.881,0.2879,0.7651,0.7111,60,3.4.0
3228,HgSO4,0.830516,8.9172,0.2634,0.6969,0.7233,36,3.4.0
634,HgS,0.767471,2.9382,0.283,0.2937,0.8894,18,3.4.0
4284,Ho2CdSe4,0.440731,0.5486,0.0887,0.8348,0.9115,42,3.4.0
812,Ho2O3,0.520205,2.1387,0.1163,0.5115,0.9387,120,3.4.0
779522,Ho2P4O13,0.727085,4.8509,0.1284,0.641,0.8056,114,3.4.0
878,Ho2S3,0.479286,0.5026,0.0471,0.7603,0.9073,90,3.4.0
3884,Ho2Sn2O7,0.587609,1.4576,0.0653,0.5034,0.9683,66,3.4.0
542514,Ho2Te4O11,0.670113,2.0048,0.0853,0.5807,0.8897,102,3.4.0
1154,Ho4C7,0.980461,16.1408,0.3025,0.6118,0.6155,132,3.4.0
561877,HoF3,0.449361,1.3694,0.0882,0.6222,0.9669,48,3.4.0
3144,HoNbO4,0.602749,3.159,0.1273,0.4488,0.9658,36,3.4.0
4104,HoPO4,0.69276,9.404,0.2712,0.6075,0.7815,36,3.4.0
4344,HoTaO4,0.615129,2.9416,0.1184,0.4181,0.9722,36,3.4.0
22323,In2O3,0.517383,1.5983,0.0903,0.6006,0.9548,30,3.4.0
2874,In2Si2O7,0.668588,5.5552,0.1558,0.556,0.8799,33,3.4.0
556528,In4GeS4,0.544468,1.6552,0.1721,0.7895,0.8046,216,3.4.0
22189,In6TeO12,0.565417,1.475,0.07,0.5376,0.9493,57,3.4.0
20351,InP,0.57596,4.8417,0.4744,0.9113,0.7158,6,3.4.0
19795,InS,0.54601,1.6447,0.1728,0.4628,0.9044,24,3.4.0
29236,InTeBr,0.628173,1.0597,0.1638,0.7087,0.8472,36,3.4.0
2437,IrF3,0.556438,2.9913,0.1689,0.6321,0.8484,24,3.4.0
2833,IrS2,0.408468,1.9404,0.1338,0.8506,0.8578,72,3.4.0
4351,K2B2S7,0.753701,5.0071,0.2211,0.836,0.7151,66,3.4.0
3963,K2CO3,1.065676,12.8809,0.2879,0.4709,0.5407,72,3.4.0
6494,K2Ca(CO3)2,0.957956,10.8579,0.2369,0.5531,0.6265,33,3.4.0
7534,K2Cd2O3,0.689387,2.0861,0.1229,0.4599,0.9227,42,3.4.0
27742,K2CdO2,0.60544,1.7735,0.1298,0.471,0.9515,60,3.4.0
4698,K2Ge8O17,0.667457,1.583,0.0585,0.5469,0.8945,324,3.4.0
23956,K2MgH4,0.708132,8.1472,0.2052,0.3428,0.8803,21,3.4.0
4758,K2NbF7,0.665492,1.5773,0.0856,0.8249,0.4968,120,3.4.0
2672,K2O2,0.8513,16.8739,0.6613,0.7372,0.624,24,3.4.0
776016,K2O,0.403514,0.8349,0.0831,0.6509,0.9448,72,3.4.0
971,K2O,0.428239,2.4525,0.2443,0.6774,0.9022,9,3.4.0
569967,K2PrCl5,0.451446,0.3857,0.0504,0.6494,0.9435,96,3.4.0
3821,K2PtF6,0.770609,8.4428,0.4614,0.6742,0.7536,27,3.4.0
1022,K2S,0.353106,1.1237,0.163,0.6878,0.8956,9,3.4.0
3379,K2SbF5,0.727295,2.6844,0.1605,0.6495,0.7591,48,3.4.0
3042,K2SiF6,0.74252,3.9592,0.1754,0.8273,0.5899,27,3.4.0
17730,K2SnO3,0.70896,2.8386,0.1392,0.2935,0.9048,72,3.4.0
8972,K2TaCuSe4,0.626762,2.139,0.2456,0.8177,0.7392,48,3.4.0
3975,K2TaF7,0.66767,1.9557,0.1041,0.8371,0.4819,120,3.4.0
1747,K2Te,0.349637,0.905,0.2176,0.6561,0.9288,9,3.4.0
3970,K2TiF6,0.74275,4.921,0.2471,0.4821,0.8254,27,3.4.0
28766,K2TiS3,0.664974,2.1918,0.1497,0.1925,0.8579,36,3.4.0
3808,K2UO4,0.795921,5.2627,0.2238,0.2726,0.9459,21,3.4.0
18449,K2ZrO3,0.710781,2.8542,0.1277,0.1943,0.9384,72,3.4.0
4647,K3(Cu4Se3)2,0.456769,0.6851,0.0879,0.7043,0.8983,51,3.4.0
3797,K3AsS4,0.690417,4.382,0.3475,0.8092,0.7194,96,3.4.0
642821,K3H5Pt,1.092197,29.0755,0.4577,0.2493,0.613,54,3.4.0
975577,K3La(AsO4)2,0.824209,8.8745,0.3516,0.5712,0.7998,84,3.4.0
1568,K3P11,0.620175,1.4399,0.106,0.9842,0.5902,168,3.4.0
17989,K3PS4,0.793823,4.3734,0.261,0.7925,0.6482,96,3.4.0
28837,K3RhCl6,0.577736,2.2817,0.2291,0.901,0.7474,120,3.4.0
4690,K3TaO8,0.817106,9.5497,0.3531,0.8525,0.5698,36,3.4.0
3529,K3VS4,0.781548,6.1606,0.405,0.8314,0.6444,96,3.4.0
3125,K3Zn2F7,0.551162,2.6147,0.1725,0.3254,0.9257,36,3.4.0
17015,K4GeO4,0.778715,7.2363,0.3423,0.6552,0.7752,108,3.4.0
29484,K4HgAs2,0.51325,1.9054,0.2584,0.6801,0.8196,21,3.4.0
4971,K4Sn3Se8,0.557453,0.79,0.1028,0.7003,0.8553,90,3.4.0
11719,K4ZnP2,0.67871,4.9633,0.3783,0.7447,0.7102,21,3.4.0
777297,K5H(CN2)2,1.241042,22.2621,0.3595,0.4922,0.4941,144,3.4.0
755633,K5Se3,0.41646,1.5722,0.2084,0.4419,0.9499,48,3.4.0
18246,K6MnTe4,0.525266,2.7595,0.3932,0.7926,0.763,66,3.4.0
3949,K7LiSi8,0.700931,2.3553,0.1624,0.8537,0.6189,192,3.4.0
568644,K9InSe7,0.458942,0.8179,0.1208,0.7673,0.8654,204,3.4.0
3074,KAgO,0.773714,5.1684,0.3175,0.6362,0.7816,36,3.4.0
2910,KAlF4,0.646348,2.3781,0.105,0.4191,0.9534,36,3.4.0
4266,KAsF6,0.725386,4.4575,0.2152,0.7185,0.6794,24,3.4.0
713,KAs,0.448725,1.0695,0.1658,0.7702,0.8907,48,3.4.0
568986,KAuCl4,0.760839,3.6748,0.34,0.8771,0.685,72,3.4.0
3592,KAuS5,0.742913,2.029,0.1496,0.7877,0.7497,84,3.4.0
3257,KAuSe5,0.681472,1.3228,0.1749,0.6894,0.8416,84,3.4.0
3919,KBO2,0.895178,5.6279,0.1237,0.7089,0.6317,72,3.4.0
23251,KBr,0.372137,1.0237,0.2147,0.7533,0.8597,6,3.4.0
4026,KCrS2,0.366586,1.5168,0.149,0.5558,0.9428,12,3.4.0
3982,KCuO2,0.69376,5.5124,0.2578,0.4653,0.8666,24,3.4.0
15785,KDyS2,0.426066,1.5558,0.1773,0.7276,0.9214,12,3.4.0
4326,KErS2,0.430147,1.6349,0.1841,0.7231,0.9216,12,3.4.0
463,KF,0.348004,1.8574,0.1965,0.6833,0.8997,6,3.4.0
4066,KGaO2,0.718739,4.8605,0.2128,0.5207,0.8642,192,3.4.0
2146,KGe,0.521078,2.1471,0.2579,0.9006,0.6396,192,3.4.0
556475,KLaPdO3,0.65032,4.0959,0.1949,0.3967,0.9234,36,3.4.0
4495,KLiTe,0.634715,4.1051,0.4054,0.546,0.809,18,3.4.0
3448,KMgF3,0.493885,2.6039,0.1578,0.4376,0.9376,15,3.4.0
827,KN3,1.287491,24.2135,0.3629,0.7159,0.3109,24,3.4.0
545359,KNa2CuO2,0.736072,7.1238,0.3361,0.49,0.8357,18,3.4.0
4342,KNbO3,0.609428,7.4459,0.2788,0.6821,0.7713,15,3.4.0
4608,KPF6,0.724347,4.723,0.1772,0.6727,0.6165,24,3.4.0
4519,KPrO2,0.522911,3.2546,0.2232,0.4903,0.9203,12,3.4.0
4757,KReO4,0.950237,16.6982,0.5683,0.7175,0.586,36,3.4.0
14607,KSbO3,0.583048,1.0619,0.0478,0.5276,0.9384,180,3.4.0
11703,KSbS2,0.587704,2.2487,0.2205,0.4663,0.901,24,3.4.0
1536,KSb,0.411051,0.4643,0.0968,0.7979,0.9134,48,3.4.0
1217,KSi,0.7078,3.4652,0.2407,0.9423,0.5082,192,3.4.0
15783,KSmS2,0.417857,1.4168,0.1644,0.7378,0.9229,12,3.4.0
3614,KTaO3,0.624348,9.2425,0.3342,0.4985,0.8071,15,3.4.0
2072,KTe,0.498728,1.1871,0.2299,0.7925,0.8182,24,3.4.0
6376,KV(CuS2)2,0.624803,2.4083,0.1623,0.9229,0.7208,48,3.4.0
2943,KY3F10,0.474025,2.4796,0.1519,0.6178,0.9325,84,3.4.0
4658,La(BO2)3,0.68796,3.3046,0.0736,0.4651,0.9453,60,3.4.0
4350,La2(SeO3)3,0.747695,5.876,0.2367,0.6434,0.8111,168,3.4.0
756888,La2(SiO3)3,0.70025,4.2292,0.1324,0.479,0.8729,84,3.4.0
568036,La2GaN3,0.636894,4.5583,0.1935,0.4087,0.9066,72,3.4.0
1968,La2O3,0.552683,2.7437,0.1671,0.4886,0.9419,15,3.4.0
2292,La2O3,0.494215,1.9168,0.1185,0.3903,0.939,120,3.4.0
7475,La2S3,0.400306,0.631,0.0683,0.7864,0.9298,60,3.4.0
4511,La2SO2,0.495483,2.4488,0.1594,0.6032,0.9347,15,3.4.0
4078,La2SO6,0.784348,9.5793,0.2773,0.4177,0.7998,54,3.4.0
5152,La2SiO5,0.714177,8.4131,0.2811,0.7025,0.7489,96,3.4.0
4086,La2Sn2O7,0.543966,1.5895,0.078,0.5434,0.9559,66,3.4.0
4547,La2TeO2,0.659414,4.0557,0.2617,0.2174,0.8777,15,3.4.0
558528,La2TiZnO6,0.551909,3.0093,0.1463,0.5594,0.9353,60,3.4.0
769915,La4Ga2O9,0.629667,2.0823,0.0928,0.634,0.8333,180,3.4.0
4412,La4Se3O4,0.607823,2.2954,0.1453,0.3032,0.9229,33,3.4.0
3249,La4Ti3O12,0.552784,2.5294,0.1118,0.4325,0.9463,57,3.4.0
2920,LaAlO3,0.515777,2.6025,0.1149,0.4911,0.941,30,3.4.0
4841,LaCuS2,0.46436,1.5662,0.1663,0.6807,0.9241,48,3.4.0
334,LaF3,0.475011,1.1475,0.085,0.6822,0.9411,72,3.4.0
905,LaF3,0.468825,1.171,0.0869,0.6316,0.9401,72,3.4.0
3336,LaGaO3,0.57349,2.6602,0.1271,0.4069,0.933,30,3.4.0
27979,LaI3,0.408975,0.6151,0.1293,0.6022,0.9584,24,3.4.0
2804,LaP2,0.512091,1.5454,0.1199,0.9537,0.6547,72,3.4.0
200,LaP7,0.519409,2.7473,0.1911,0.9295,0.7192,96,3.4.0
3962,LaPO4,0.732724,9.3569,0.2769,0.5638,0.8183,72,3.4.0
1508,LaS2,0.452105,3.4571,0.2802,0.7295,0.8379,72,3.4.0
3998,LaTaO4,0.660469,5.0107,0.1849,0.429,0.9556,36,3.4.0
4421,LaTaO4,0.61609,3.0078,0.1173,0.3595,0.9853,72,3.4.0
3297,Li10Zn4O9,0.427504,1.0296,0.0478,0.5749,0.9783,138,3.4.0
765481,Li2AgF5,0.578253,0.8491,0.0459,0.5969,0.9403,96,3.4.0
4779,Li2B4O7,0.599266,3.4344,0.0771,0.7063,0.7445,156,3.4.0
4622,Li2BeF4,0.58897,4.3805,0.1645,0.6254,0.9125,126,3.4.0
3054,Li2CO3,0.744743,9.833,0.2046,0.6209,0.7666,36,3.4.0
15988,Li2CuSb,0.563063,2.9716,0.2383,0.8121,0.6968,12,3.4.0
841,Li2O2,0.447925,5.4331,0.2187,0.6879,0.875,24,3.4.0
1960,Li2O,0.324596,3.5699,0.1627,0.6442,0.9163,9,3.4.0
760483,Li2PdO3,0.385026,2.0099,0.1052,0.7228,0.9466,36,3.4.0
1153,Li2S,0.347732,2.887,0.1899,0.618,0.8931,9,3.4.0
2286,Li2Se,0.447337,4.068,0.2939,0.4369,0.7965,9,3.4.0
3552,Li2Si2O5,0.594402,4.4663,0.1195,0.5582,0.9211,108,3.4.0
4117,Li2Si2O5,0.594103,4.6475,0.125,0.5727,0.9345,54,3.4.0
3540,Li2SnO3,0.451378,0.9823,0.0505,0.6327,0.9314,72,3.4.0
27231,Li2TeO3,0.569574,3.8604,0.1627,0.6446,0.9133,72,3.4.0
2530,Li2Te,0.494537,4.7151,0.3949,0.4318,0.7615,9,3.4.0
756294,Li2Ti2O5,0.594781,2.3602,0.0796,0.5148,0.9457,54,3.4.0
772049,Li2Ti2O5,0.586669,2.3276,0.0786,0.517,0.9505,108,3.4.0
2931,Li2TiO3,0.395131,1.3461,0.0595,0.5299,0.9522,72,3.4.0
4002,Li2ZrF6,0.499529,1.8728,0.0996,0.5084,0.9601,27,3.4.0
3216,Li2ZrN2,0.368954,3.0141,0.147,0.7215,0.9598,15,3.4.0
4156,Li2ZrO3,0.461144,3.4886,0.1467,0.6194,0.9243,36,3.4.0
757,Li3As,0.486884,1.9315,0.1301,0.6691,0.9248,24,3.4.0
985585,Li3ClO,0.55177,4.011,0.1983,0.5302,0.9136,15,3.4.0
3887,Li3GaN2,0.375561,1.7859,0.08,0.6617,0.922,144,3.4.0
2251,Li3N,0.4502,3.1848,0.144,0.7315,0.9373,12,3.4.0
2341,Li3N,0.404742,2.1241,0.1015,0.7673,0.9621,24,3.4.0
2878,Li3PO4,0.557487,8.4527,0.2524,0.7176,0.8407,96,3.4.0
736,Li3P,0.413889,1.8061,0.1145,0.746,0.9321,24,3.4.0
5769,Li3SbO4,0.432313,1.7237,0.0769,0.5201,0.9671,48,3.4.0
2074,Li3Sb,0.496343,3.3459,0.2654,0.687,0.8583,12,3.4.0
3151,Li3TaO4,0.471973,1.2769,0.0524,0.6056,0.8924,96,3.4.0
4558,Li4GeO4,0.433527,1.8256,0.0766,0.6875,0.9466,54,3.4.0
30249,Li4GeS4,0.470719,0.761,0.0531,0.765,0.94,108,3.4.0
4426,Li4SeO5,0.426594,1.8216,0.0772,0.6686,0.9356,60,3.4.0
4657,Li5GaO4,0.388648,1.0819,0.049,0.6602,0.9138,240,3.4.0
3838,Li5ReN4,0.497818,7.4385,0.261,0.6642,0.8551,60,3.4.0
3503,Li6WN4,0.434338,4.0288,0.148,0.5993,0.8937,66,3.4.0
4604,Li7VN4,0.363194,2.8362,0.1144,0.8866,0.8495,288,3.4.0
4527,Li8SnO6,0.395378,1.6992,0.0781,0.6541,0.9718,45,3.4.0
3427,LiAlO2,0.475879,2.6407,0.0962,0.6693,0.9271,48,3.4.0
4586,LiAlTe2,0.639557,4.4039,0.4053,0.6589,0.761,24,3.4.0
3660,LiB3O5,0.613651,4.6361,0.1007,0.5453,0.9292,108,3.4.0
3635,LiBO2,0.678173,8.632,0.1841,0.299,0.9523,48,3.4.0
23259,LiBr,0.525292,3.2061,0.2956,0.258,0.8444,6,3.4.0
1378,LiC,0.970158,41.707,0.7353,0.7741,0.462,12,3.4.0
753946,LiCoS2,0.292328,1.9023,0.1577,0.8595,0.9101,12,3.4.0
4226,LiCrS2,0.275649,2.2956,0.2055,0.9608,0.4993,12,3.4.0
5127,LiCuO,0.558746,2.7368,0.1361,0.6291,0.9469,36,3.4.0
15791,LiErS2,0.390014,2.0237,0.1861,0.5891,0.9279,12,3.4.0
35591,LiErS2,0.442094,1.5893,0.1401,0.555,0.948,24,3.4.0
35205,LiErSe2,0.433134,1.1313,0.1388,0.5605,0.8831,24,3.4.0
1138,LiF,0.357804,5.2142,0.2685,0.5533,0.9339,6,3.4.0
3647,LiGaS2,0.480144,2.3043,0.1766,0.8424,0.8895,48,3.4.0
5488,LiInO2,0.502909,2.496,0.1298,0.5837,0.9583,24,3.4.0
2659,LiN3,1.108931,24.7824,0.3528,0.5247,0.4971,12,3.4.0
3368,LiNb3O8,0.54979,1.6537,0.0609,0.8462,0.4622,144,3.4.0
3924,LiNbO2,0.33358,2.1111,0.1011,0.7669,0.9133,24,3.4.0
3731,LiNbO3,0.53582,5.2202,0.1999,0.4668,0.8388,30,3.4.0
37605,LiNdSe2,0.425225,1.0808,0.1384,0.5094,0.9419,24,3.4.0
2412,LiP5,0.504227,1.7491,0.1193,0.8631,0.8783,72,3.4.0
9143,LiPF6,0.611155,4.5903,0.1673,0.557,0.7591,24,3.4.0
3524,LiPN2,0.491263,3.8878,0.112,0.7318,0.8714,24,3.4.0
3980,LiSbF6,0.658935,5.8228,0.2802,0.4919,0.8095,24,3.4.0
4995,LiSbO3,0.49568,1.4759,0.0643,0.5735,0.9749,60,3.4.0
3666,LiTaO3,0.55622,5.9612,0.2192,0.5008,0.844,30,3.4.0
3700,LiYF4,0.431212,1.6956,0.0976,0.5182,0.9722,36,3.4.0
3941,LiYF4,0.408345,1.8724,0.1065,0.6078,0.9721,36,3.4.0
1427,Lu2O3,0.52909,2.5795,0.1354,0.5154,0.9393,120,3.4.0
2826,Lu2S3,0.515015,1.8148,0.1777,0.8028,0.8547,30,3.4.0
7193,Lu2Si2O7,0.67448,5.6907,0.1639,0.47,0.8984,33,3.4.0
3200,Lu2Ti2O7,0.609622,4.0677,0.1645,0.5711,0.9544,66,3.4.0
554282,Lu3B5O12,0.561166,0.8192,0.0235,0.4374,0.9657,240,3.4.0
755804,Lu6TeO12,0.570916,1.4583,0.0686,0.4073,0.9473,57,3.4.0
7560,LuBO3,0.765581,9.2144,0.2266,0.473,0.7722,30,3.4.0
2940,LuPO4,0.689673,9.3894,0.2685,0.5882,0.8034,36,3.4.0
756704,LuTa3O9,0.619383,2.8718,0.1005,0.4187,0.9612,78,3.4.0
3872,Mg(AlS2)2,0.437229,1.005,0.0641,0.6816,0.941,84,3.4.0
3582,Mg(BC)2,0.527315,2.6168,0.0681,0.4896,0.9058,120,3.4.0
38951,Mg(GaO2)2,0.431032,1.9076,0.0883,0.6731,0.9588,42,3.4.0
4590,Mg(GaO2)2,0.435083,2.5269,0.122,0.6385,0.911,42,3.4.0
3319,Mg(RhO2)2,0.396953,2.5878,0.1424,0.9011,0.8876,42,3.4.0
3653,Mg(SbO3)2,0.498424,1.8709,0.0805,0.676,0.9254,54,3.4.0
560872,Mg10Ge3(H2O9)2,1.085709,63.1949,0.6303,0.8114,0.4305,210,3.4.0
3051,Mg2GeO4,0.489994,3.5164,0.1415,0.6337,0.9259,84,3.4.0
3904,Mg2GeO4,0.41945,3.4691,0.1524,0.8209,0.8694,42,3.4.0
3933,Mg2PN3,0.524546,4.0618,0.1254,0.6945,0.8922,36,3.4.0
2895,Mg2SiO4,0.530753,6.301,0.2019,0.6724,0.8457,84,3.4.0
1990,Mg3As2,0.42581,0.506,0.0509,0.7729,0.9326,120,3.4.0
1559,Mg3N2,0.349859,1.2028,0.0624,0.7329,0.9479,120,3.4.0
2514,Mg3P2,0.376807,0.7194,0.061,0.6486,0.9623,120,3.4.0
3118,Mg3TeO6,0.467604,3.259,0.1418,0.6725,0.9177,60,3.4.0
3536,MgAl2O4,0.360095,2.1957,0.0947,0.7188,0.9323,42,3.4.0
1249,MgF2,0.406887,2.1716,0.1193,0.6093,0.9416,18,3.4.0
3759,MgGeO3,0.413809,1.5944,0.0731,0.7337,0.9387,30,3.4.0
4575,MgGeO3,0.55724,3.0785,0.1156,0.6765,0.9019,240,3.4.0
2589,MgO2,0.478656,11.8276,0.4356,0.8116,0.7765,36,3.4.0
1265,MgO,0.308097,3.961,0.1907,0.6049,0.8888,6,3.4.0
384,MgP4,0.4716,1.576,0.1089,0.8257,0.8941,30,3.4.0
1315,MgS,0.313032,2.239,0.188,0.5898,0.8761,6,3.4.0
3677,MgSiN2,0.464213,2.0229,0.0669,0.7871,0.9051,48,3.4.0
4321,MgSiO3,0.553173,3.4567,0.1033,0.6825,0.8856,60,3.4.0
2961,MgSiP2,0.487359,2.1441,0.139,0.8514,0.9006,24,3.4.0
2604,MgTe2,0.53916,2.3508,0.31,0.7466,0.7751,36,3.4.0
1039,MgTe,0.595654,3.6037,0.425,0.8469,0.7223,12,3.4.0
3771,MgTiO3,0.431757,2.1517,0.0904,0.6037,0.9495,30,3.4.0
1434,MoS2,0.383675,3.3289,0.2359,0.8833,0.8162,9,3.4.0
154,N2,2.009654,71.474,0.9768,0.7788,0.001,24,3.4.0
25,N2,2.010324,71.4865,0.977,0.8045,0.0009,24,3.4.0
2789,NO2,1.021993,14.4912,0.2606,0.9763,0.1364,54,3.4.0
31008,Na14Al4O13,0.676882,4.5478,0.1767,0.7654,0.7333,186,3.4.0
17473,Na2Al2As3,0.547609,1.0486,0.0928,0.7529,0.838,168,3.4.0
3318,Na2BeF4,0.718126,6.4365,0.2339,0.5255,0.7875,84,3.4.0
3855,Na2BeF4,0.759459,6.5552,0.2374,0.5558,0.7862,84,3.4.0
3070,Na2CO3,0.984602,11.1927,0.2419,0.7337,0.5069,36,3.4.0
771248,Na2Ge2O5,0.706724,4.928,0.1914,0.5096,0.8787,108,3.4.0
4068,Na2GeS3,0.597075,2.8546,0.2174,0.6569,0.8795,72,3.4.0
2340,Na2O2,0.647863,13.5853,0.5196,0.6729,0.7056,36,3.4.0
2352,Na2O,0.354882,2.6147,0.2075,0.7509,0.8797,9,3.4.0
4823,Na2PdC2,1.281122,37.9693,0.6852,0.3713,0.5594,15,3.4.0
3622,Na2PdF4,0.589632,4.0366,0.2381,0.7132,0.8496,42,3.4.0
3143,Na2SO4,0.857475,9.9737,0.2844,0.7752,0.6354,42,3.4.0
4770,Na2SO4,0.833945,9.5422,0.2787,0.7625,0.6117,42,3.4.0
648,Na2S,0.30804,1.3834,0.162,0.7411,0.9043,9,3.4.0
1266,Na2Se,0.340398,1.3805,0.2032,0.6373,0.9191,9,3.4.0
3193,Na2Si2O5,0.721601,5.4701,0.1613,0.4205,0.9309,108,3.4.0
3775,Na2SiF6,0.644114,3.5649,0.1488,0.5501,0.7829,81,3.4.0
4533,Na2SiO3,0.720589,5.7223,0.1779,0.4293,0.9034,36,3.4.0
3285,Na2Ta4O11,0.653523,1.899,0.0707,0.2143,0.9383,102,3.4.0
2784,Na2Te,0.386809,1.3104,0.2178,0.5921,0.8699,9,3.4.0
3488,Na2Ti3O7,0.611433,2.5504,0.0906,0.2832,0.9742,72,3.4.0
18075,Na2TiF6,0.617133,4.0512,0.2025,0.5531,0.8857,81,3.4.0
17560,Na2UO4,0.661593,3.9979,0.1679,0.2421,0.9447,84,3.4.0
28830,Na2ZnBr4,0.555658,0.8411,0.1148,0.6587,0.9079,84,3.4.0
3527,Na3AgO2,0.488269,2.9963,0.1862,0.6014,0.8952,36,3.4.0
3416,Na3AlF6,0.564027,3.3522,0.1681,0.6107,0.8849,60,3.4.0
759535,Na3Cu5O4,0.734429,3.7594,0.1899,0.6994,0.7857,144,3.4.0
473,Na3P11,0.56908,1.1675,0.0865,0.9593,0.6512,168,3.4.0
4223,Na3PO4,0.815343,9.9044,0.31,0.6835,0.6703,192,3.4.0
1598,Na3P,0.404875,0.856,0.1116,0.7083,0.967,24,3.4.0
27478,Na3PaF8,0.518344,1.9383,0.1204,0.3787,0.9452,36,3.4.0
4185,Na3ScF6,0.56458,2.0867,0.1209,0.5887,0.9305,60,3.4.0
4752,Na5Al3F14,0.608728,1.521,0.0725,0.4407,0.9503,132,3.4.0
4172,Na5GeP3,0.43205,0.7304,0.0699,0.7248,0.9095,108,3.4.0
8840,Na5InO4,0.512645,3.2741,0.1976,0.6765,0.8895,60,3.4.0
3928,Na5P3O10,0.805717,4.0428,0.1125,0.7016,0.7428,108,3.4.0
8253,Na5ReO6,0.548894,2.8982,0.1276,0.5381,0.9027,36,3.4.0
3405,NaAl11O17,0.465338,7.0855,0.2109,0.7514,0.8538,174,3.4.0
3468,NaAsO2,0.744865,4.3218,0.177,0.5087,0.8297,96,3.4.0
3521,NaBF4,0.889114,8.0987,0.2338,0.6354,0.6457,36,3.4.0
3889,NaBO2,0.862611,5.9585,0.1277,0.6674,0.6856,72,3.4.0
4534,NaCO2,0.960277,13.7898,0.2683,0.6224,0.5803,48,3.4.0
4360,NaCdF3,0.483057,1.8912,0.1431,0.517,0.9119,30,3.4.0
3332,NaCrSe2,0.325709,1.8937,0.2102,0.6679,0.8273,12,3.4.0
4541,NaCuO2,0.587183,5.5307,0.2622,0.6737,0.8273,12,3.4.0
752672,NaDyO2,0.484627,1.6557,0.0928,0.3965,0.9754,48,3.4.0
3613,NaErS2,0.406517,1.3175,0.1435,0.7003,0.9453,12,3.4.0
682,NaF,0.307246,2.1968,0.1819,0.6542,0.8694,6,3.4.0
3338,NaGaO2,0.602403,3.4102,0.1545,0.7871,0.8123,48,3.4.0
23268,NaI,0.474676,1.6162,0.3129,0.5782,0.8581,6,3.4.0
6712,NaLuGeO4,0.640015,3.4058,0.1365,0.4732,0.9245,84,3.4.0
2955,NaMgF3,0.47964,1.4762,0.0847,0.3717,0.9691,60,3.4.0
2964,NaNO2,1.107536,16.463,0.3978,0.6031,0.502,12,3.4.0
4531,NaNO3,0.951475,14.1081,0.3174,0.7149,0.5304,30,3.4.0
3967,NaNO,0.950729,7.8761,0.1938,0.7127,0.6177,72,3.4.0
560032,NaNb2AsO8,0.686052,2.2351,0.0784,0.6581,0.7735,144,3.4.0
3744,NaNbO2,0.390028,3.4669,0.1709,0.7568,0.8798,24,3.4.0
3136,NaNbO3,0.766538,10.2025,0.3611,0.8412,0.5321,15,3.4.0
3671,NaNbO3,0.645793,3.1671,0.1172,0.3466,0.9165,120,3.4.0
4419,NaNbO3,0.671403,9.1506,0.3352,0.7564,0.6663,30,3.4.0
4514,NaNbO3,0.641861,6.2766,0.2332,0.4019,0.8513,30,3.4.0
4681,NaNbO3,0.637745,6.1307,0.2279,0.5205,0.8527,60,3.4.0
4748,NaNbO3,0.623911,5.7314,0.2127,0.7017,0.6875,60,3.4.0
8128,NaNdO2,0.504083,3.5754,0.21,0.4433,0.9592,24,3.4.0
676360,NaNdS2,0.419318,1.6748,0.1722,0.7465,0.926,24,3.4.0
555118,NaPO3,0.7872,3.5051,0.0906,0.782,0.6346,180,3.4.0
558192,NaPO3,0.790691,3.8498,0.1019,0.6324,0.6972,120,3.4.0
2400,NaS,0.538906,5.7646,0.4369,0.7606,0.7537,24,3.4.0
409,NaS,0.585855,6.5933,0.4559,0.7119,0.7746,36,3.4.0
4482,NaSbO3,0.550669,3.7695,0.187,0.6601,0.8785,30,3.4.0
7074,NaSc(SiO3)2,0.642962,4.5989,0.1379,0.5353,0.9173,60,3.4.0
2402,NaSi,0.628352,3.0199,0.2059,0.8144,0.7275,48,3.4.0
555812,NaSr3BiO6,0.591391,3.3925,0.1857,0.5163,0.9011,66,3.4.0
14722,NaSrAlF6,0.591933,2.8829,0.1403,0.4931,0.8348,216,3.4.0
3858,NaTaO3,0.678557,7.0705,0.2517,0.3918,0.8379,60,3.4.0
4170,NaTaO3,0.803786,9.0052,0.3058,0.6688,0.6846,15,3.4.0
4675,NaTaO3,0.715749,7.956,0.2786,0.5549,0.7974,30,3.4.0
4699,NaTaO3,0.686051,5.2279,0.1853,0.4409,0.8818,60,3.4.0
3269,NaTh2F9,0.518646,2.8721,0.1691,0.376,0.9429,72,3.4.0
14037,NaTl2RhF6,0.811548,7.2361,0.4506,0.8227,0.6959,30,3.4.0
3056,NaTlO2,0.504007,2.2273,0.1677,0.3647,0.9229,12,3.4.0
754796,NaTmO2,0.479282,1.5535,0.0861,0.4121,0.9713,48,3.4.0
3795,NaZnF3,0.490107,2.1009,0.1413,0.3938,0.9312,60,3.4.0
4824,NaZnP,0.40651,1.3664,0.1447,0.5729,0.9506,18,3.4.0
