mp_id,material,spacegroup,sg_symbol,crystal_system,nsites,volume,density
4182,CrAgS2,160,R3m,Trigonal,12,183.0387,6096.28
4185,Na3ScF6,14,P2_1/c,Monoclinic,20,262.1164,2887.75
4187,Ge2N2O,36,Cmc2_1,Orthorhombic,20,276.7356,4543.37
4190,CaSnO3,148,R-3,Trigonal,30,399.9036,5151.89
4192,Ca3AsN,62,Pnma,Orthorhombic,20,417.1902,3330.11
4200,ScPO4,141,I4_1/amd,Tetragonal,24,250.9135,3704.14
4202,BaAl2O4,173,P6_3,Hexagonal,56,832.2924,4074.68
4223,Na3PO4,114,P-42_1c,Tetragonal,64,793.2835,2745.35
4226,LiCrS2,164,P-3m1,Trigonal,4,55.3122,3694.63
4236,BaZnO2,152,P3_121,Trigonal,12,201.0905,5814.37
4252,SnPS3,14,P2_1/c,Monoclinic,20,436.0786,3745.12
4255,Ba(CuS)2,139,I4/mmm,Tetragonal,10,183.7852,5937.02
4266,KAsF6,148,R-3,Trigonal,24,345.9933,3282.9
4274,SrTeO4,60,Pbcn,Orthorhombic,24,369.8956,5013.87
4279,CaGe2O5,55,Pbam,Orthorhombic,32,348.1891,5061.99
4280,GaCuO2,166,R-3m,Trigonal,12,130.6556,6301.31
4284,Ho2CdSe4,227,Fd-3m,Cubic,56,1549.2152,6500.71
4287,Sr2SnO4,138,P4_2/ncm,Tetragonal,28,416.0173,5715.01
4309,BaGa4S7,31,Pmn2_1,Orthorhombic,24,537.6045,3957.8
4321,MgSiO3,15,C2/c,Monoclinic,40,406.3267,3282.08
4324,Tm2CdS4,227,Fd-3m,Cubic,56,1337.4362,5746.44
4325,Zr(SO4)2,62,Pnma,Orthorhombic,44,516.8866,3641.13
4326,KErS2,166,R-3m,Trigonal,12,296.888,4538.63
4338,Cr2CdS4,227,Fd-3m,Cubic,56,979.2627,4675.58
4340,TbPO4,141,I4_1/amd,Tetragonal,24,287.3196,5869.5
4342,KNbO3,99,P4mm,Tetragonal,5,65.9666,4531.11
4344,HoTaO4,15,C2/c,Monoclinic,24,286.741,9494.49
4350,La2(SeO3)3,62,Pnma,Orthorhombic,56,841.9419,5196.43
4351,K2B2S7,15,C2/c,Monoclinic,44,994.8242,2165.08
4360,NaCdF3,161,R3c,Trigonal,30,432.1228,4435.98
4376,BaAlF5,19,P2_12_12_1,Orthorhombic,28,377.8927,4557.68
4385,CdCO3,167,R-3c,Trigonal,30,344.638,4984.54
4387,SrZrO3,62,Pnma,Orthorhombic,20,274.2875,5493.22
4394,Pr2Sn2O7,227,Fd-3m,Cubic,88,1205.0448,6958.64
4396,Ba(NO3)2,205,Pa-3,Cubic,36,536.7105,3234.22
4406,CaSO4,63,Cmcm,Orthorhombic,24,301.4523,2999.7
4408,Sm2Zr2O7,227,Fd-3m,Cubic,88,1177.3094,6715.61
4412,La4Se3O4,38,Amm2,Orthorhombic,22,449.5758,6327.08
4417,Al2(SO4)3,148,R-3,Trigonal,102,1208.5391,2820.7
4419,NaNbO3,127,P4/mbm,Tetragonal,10,121.1962,4491.12
4421,LaTaO4,14,P2_1/c,Monoclinic,24,322.4245,7907.58
4425,Ta2Pt3Se8,55,Pbam,Orthorhombic,26,579.4492,9048.96
4426,Li4SeO5,15,C2/c,Monoclinic,40,386.371,3209.95
4431,Ag3AsS3,161,R3c,Trigonal,42,848.1752,5811.33
4434,TbAlO3,62,Pnma,Orthorhombic,20,203.3933,7638.58
4438,CaSnO3,62,Pnma,Orthorhombic,20,247.4249,5551.21
4445,Hg3AsO4,14,P2_1/c,Monoclinic,32,552.434,8905.64
4452,Cd(GaS2)2,82,I-4,Tetragonal,14,308.8418,4087.53
4468,CuSbS2,62,Pnma,Orthorhombic,16,318.7486,5197.81
4471,ScAlO3,62,Pnma,Orthorhombic,20,185.533,4293.75
4473,Ba(CuSe)2,62,Pnma,Orthorhombic,20,416.9567,6727.9
4481,Ca2SiO4,62,Pnma,Orthorhombic,28,379.9355,3011.14
4482,NaSbO3,148,R-3,Trigonal,30,394.9164,4862.79
4495,KLiTe,129,P4/nmm,Tetragonal,6,175.9594,3277.29
4497,Si2N2O,36,Cmc2_1,Orthorhombic,20,240.0031,2772.62
4511,La2SO2,164,P-3m1,Trigonal,5,95.9636,5915.75
4514,NaNbO3,161,R3c,Trigonal,30,365.0523,4473.11
4515,Ag3SbS3,161,R3c,Trigonal,42,884.4433,6100.66
4519,KPrO2,166,R-3m,Trigonal,12,215.1617,4908.53
4524,ZnGeP2,122,I-42d,Tetragonal,16,314.527,4222.9
4527,Li8SnO6,148,R-3,Trigonal,45,392.3117,3431.47
4530,Cd2SiO4,70,Fddd,Orthorhombic,56,702.8501,5989.71
4531,NaNO3,167,R-3c,Trigonal,30,372.0978,2275.81
4533,Na2SiO3,36,Cmc2_1,Orthorhombic,24,309.9401,2615.87
4534,NaCO2,14,P2_1/c,Monoclinic,16,189.6178,2346.93
4535,PrGaO3,62,Pnma,Orthorhombic,20,232.7635,7380.26
4541,NaCuO2,12,C2/m,Monoclinic,8,91.5566,4299.66
4547,La2TeO2,139,I4/mmm,Tetragonal,10,215.8352,6730.47
4549,SrSiN2,14,P2_1/c,Monoclinic,16,218.7792,4363.32
4551,SrHfO3,221,Pm-3m,Cubic,5,68.7178,7590.31
4555,Ca(AsO3)2,162,P-31m,Trigonal,9,103.6005,4582.77
4558,Li4GeO4,63,Cmcm,Orthorhombic,36,343.1555,3182.18
4559,BaCO3,160,R3m,Trigonal,15,224.0044,4388.54
4575,MgGeO3,61,Pbca,Orthorhombic,80,906.3723,4248.74
4578,Sr2GeS4,11,P2_1/m,Monoclinic,14,341.5251,3657.68
4582,NdRhO3,62,Pnma,Orthorhombic,20,238.2152,8229.56
4584,Tl3BO3,176,P6_3/m,Hexagonal,14,271.8439,8209.23
4586,LiAlTe2,122,I-42d,Tetragonal,16,472.4357,4064.89
4589,PrPO4,14,P2_1/c,Monoclinic,24,295.5751,5300.67
4590,Mg(GaO2)2,227,Fd-3m,Cubic,56,586.0578,5162.43
4591,SrNb2O6,14,P2_1/c,Monoclinic,36,478.8786,5124.07
4598,Sr4PtO6,167,R-3c,Trigonal,66,965.6892,6619.13
4602,Tb2Ti2O7,227,Fd-3m,Cubic,88,1024.1108,6817.6
4604,Li7VN4,205,Pa-3,Cubic,96,854.183,2419.21
4608,KPF6,148,R-3,Trigonal,24,324.2826,2827.56
4609,HfSiO4,141,I4_1/amd,Tetragonal,24,256.6137,7003.48
4618,Rb2SeO4,62,Pnma,Orthorhombic,28,537.2218,3880.95
4622,Li2BeF4,148,R-3,Trigonal,126,1360.4196,2172.66
4624,TaBO4,141,I4_1/amd,Tetragonal,24,212.5013,7994.19
4626,CaCO3,62,Pnma,Orthorhombic,20,221.5755,3000.3
4627,CoAsS,29,Pca2_1,Orthorhombic,12,165.8318,6645.68
4632,Sr3(PO4)2,166,R-3m,Trigonal,39,493.6789,4569.15
4636,ScCuO2,166,R-3m,Trigonal,12,150.5761,4648.29
4647,K3(Cu4Se3)2,12,C2/m,Monoclinic,34,663.4805,5503.21
4649,PdSe2O5,15,C2/c,Monoclinic,32,464.9144,4919.49
4651,SrTiO3,140,I4/mcm,Tetragonal,20,236.554,5152.05
4657,Li5GaO4,61,Pbca,Orthorhombic,80,755.145,2962.9
4658,La(BO2)3,15,C2/c,Monoclinic,40,416.7495,4260.79
4659,Cd(PO3)2,61,Pbca,Orthorhombic,72,933.7034,3846.49
4661,ScOF,14,P2_1/c,Monoclinic,12,136.2555,3897.57
4662,ScOF,14,P2_1/c,Monoclinic,12,136.2534,3897.63
4666,CdSiP2,122,I-42d,Tetragonal,16,334.3938,4021.2
4672,TbPS4,142,I4_1/acd,Tetragonal,96,2117.1608,3992.64
4673,SrHfO3,63,Cmcm,Orthorhombic,40,537.8392,7758.29
4674,BNF8,113,P-42_1m,Tetragonal,40,498.2426,2357.02
4675,NaTaO3,127,P4/mbm,Tetragonal,10,119.3154,7012.5
4681,NaNbO3,26,Pmc2_1,Orthorhombic,20,241.5792,4506.23
4690,K3TaO8,121,I-42m,Tetragonal,24,368.0711,3845.92
4691,Ag2CO3,11,P2_1/m,Monoclinic,12,147.093,6225.8
4698,K2Ge8O17,62,Pnma,Orthorhombic,108,1615.7771,3828.43
4699,NaTaO3,63,Cmcm,Orthorhombic,40,473.5574,7067.35
4709,PrNbO4,15,C2/c,Monoclinic,24,322.238,6138.67
4710,Hg3(BO3)2,167,R-3c,Trigonal,66,913.0025,7850.41
4718,NdTaO4,15,C2/c,Monoclinic,24,313.0575,8257.41
4721,RbSb3Se5,14,P2_1/c,Monoclinic,36,1045.8021,5370.29
4727,Ba(SbSe2)2,14,P2_1/c,Monoclinic,56,1602.4399,5775.58
4730,Ga2HgSe4,82,I-4,Tetragonal,14,353.9346,6154.29
4733,ThTi2O6,15,C2/c,Monoclinic,36,431.9379,6516.53
4747,Ca2SnO4,55,Pbam,Orthorhombic,14,180.8448,4827.29
4748,NaNbO3,63,Cmcm,Orthorhombic,40,480.7546,4528.77
4752,Na5Al3F14,128,P4/mnc,Tetragonal,44,512.0985,2995.34
4753,Al2SiO5,58,Pnnm,Orthorhombic,32,344.7728,3121.86
4757,KReO4,88,I4_1/a,Tetragonal,24,414.8298,4632.25
4758,K2NbF7,14,P2_1/c,Monoclinic,40,643.8346,3137.18
4759,ZrTe3O8,206,Ia-3,Cubic,96,1413.5766,5657.57
4762,TlAg3S2,60,Pbcn,Orthorhombic,24,484.2798,8121.22
4763,ZnSiP2,122,I-42d,Tetragonal,16,299.3877,3447.97
4764,Pr2SeO2,164,P-3m1,Trigonal,5,97.5543,6685.68
4769,SiP2O7,14,P2_1/c,Monoclinic,40,449.136,2987.75
4770,Na2SO4,70,Fddd,Orthorhombic,56,707.4566,2667.21
4779,Li2B4O7,110,I4_1cd,Tetragonal,104,933.0568,2407.86
4782,CaSnF6,148,R-3,Trigonal,24,421.3809,3224.82
4809,Ga2HgS4,82,I-4,Tetragonal,14,309.9881,5017.12
4820,ZrSiO4,141,I4_1/amd,Tetragonal,24,262.1653,4644.23
4823,Na2PdC2,164,P-3m1,Trigonal,5,89.6119,3269.14
4824,NaZnP,129,P4/nmm,Tetragonal,6,109.6888,3613.4
4841,LaCuS2,14,P2_1/c,Monoclinic,16,315.6738,5609.2
4971,K4Sn3Se8,68,Ccce,Orthorhombic,60,1858.0601,4090.28
4995,LiSbO3,52,Pnna,Orthorhombic,20,218.0682,5382.1
5127,LiCuO,139,I4/mmm,Tetragonal,24,267.3207,4297.88
5152,La2SiO5,14,P2_1/c,Monoclinic,32,460.5807,5565.08
5409,Y4Al2O9,14,P2_1/c,Monoclinic,60,805.3833,4565.5
5488,LiInO2,141,I4_1/amd,Tetragonal,16,174.1352,5864.89
5504,BaCO3,62,Pnma,Orthorhombic,20,302.929,4326.88
5563,Ag5GeO4,14,P2_1/c,Monoclinic,40,566.4135,7927.0
5598,Sm2SO2,164,P-3m1,Trigonal,5,86.4672,7005.4
5621,NbCu3S4,215,P-43m,Cubic,8,158.4522,4315.61
5769,Li3SbO4,13,P2/c,Monoclinic,16,150.9907,4543.79
5808,RbNdTe2,166,R-3m,Trigonal,12,458.7513,5265.68
5836,ThSiO4,141,I4_1/amd,Tetragonal,24,320.9937,6706.88
5874,TlAgTe,62,Pnma,Orthorhombic,12,319.7273,9137.67
6089,BaZn2(PO4)2,14,P2_1/c,Monoclinic,52,767.9771,3961.45
6300,RbHgSbSe3,14,P2_1/c,Monoclinic,24,732.6361,5844.9
6376,KV(CuS2)2,40,Ama2,Orthorhombic,32,677.3256,3387.07
6494,K2Ca(CO3)2,166,R-3m,Trigonal,33,454.1329,2613.95
6712,NaLuGeO4,62,Pnma,Orthorhombic,28,367.8552,6041.58
6795,Ba5Ho8Zn4O21,87,I4/m,Tetragonal,76,1053.0933,8210.78
6922,SiO2,180,P6_222,Hexagonal,9,124.6783,2400.72
6945,SiO2,92,P4_12_12,Tetragonal,12,179.2892,2225.95
7000,SiO2,152,P3_121,Trigonal,9,116.1856,2576.2
7029,SiO2,96,P4_32_12,Tetragonal,12,179.1104,2228.18
7074,NaSc(SiO3)2,15,C2/c,Monoclinic,40,458.7002,3187.32
7087,SiO2,194,P6_3/mmc,Hexagonal,12,205.537,1941.69
7140,SiC,186,P6_3mc,Hexagonal,4,41.4256,3214.5
7193,Lu2Si2O7,12,C2/m,Monoclinic,22,270.8893,6351.87
7212,CsSmHgSe3,63,Cmcm,Orthorhombic,24,747.1053,6407.72
7232,Cs2HgO2,139,I4/mmm,Tetragonal,10,277.5146,5964.46
7293,HgPSe3,15,C2/c,Monoclinic,40,993.7487,6262.1
7475,La2S3,62,Pnma,Orthorhombic,20,481.7577,5156.55
7477,RbErO2,166,R-3m,Trigonal,12,197.718,7173.83
7534,K2Cd2O3,14,P2_1/c,Monoclinic,14,257.4263,4528.5
7560,LuBO3,167,R-3c,Trigonal,30,328.562,7088.97
7650,RbScO2,194,P6_3/mmc,Hexagonal,8,116.6307,4625.01
7651,ThSiO4,14,P2_1/c,Monoclinic,24,294.8465,7301.64
7756,SrLiSb,62,Pnma,Orthorhombic,12,319.1432,4502.18
7768,Th2SeN2,164,P-3m1,Trigonal,5,98.7159,9605.86
7929,Rb2PtS2,71,Immm,Orthorhombic,10,258.5339,5525.62
8016,AlCuSe2,122,I-42d,Tetragonal,16,339.9897,4853.76
8042,ZrGeO4,88,I4_1/a,Tetragonal,24,249.6255,6063.06
8059,SiO2,198,P2_13,Cubic,24,369.6507,2159.28
8062,SiC,216,F-43m,Cubic,8,82.8297,3215.34
8128,NaNdO2,141,I4_1/amd,Tetragonal,16,243.3295,5438.39
8145,RbScO2,166,R-3m,Trigonal,12,175.3346,4614.76
8161,CaPdF4,140,I4/mcm,Tetragonal,24,318.3948,4641.49
8253,Na5ReO6,12,C2/m,Monoclinic,24,288.2291,4576.13
8352,SiO2,227,Fd-3m,Cubic,24,411.1588,1941.29
8568,Ca4PtO6,167,R-3c,Trigonal,66,829.082,5424.47
8630,SbIrS,198,P2_13,Cubic,12,218.6568,10511.75
8840,Na5InO4,59,Pmmn,Orthorhombic,20,307.248,3175.34
8877,Sr4Al6SO12,217,I-43m,Cubic,46,795.9821,3072.6
8972,K2TaCuSe4,70,Fddd,Orthorhombic,64,1818.9664,4663.33
9080,CsPrS2,166,R-3m,Trigonal,12,368.021,4574.48
9143,LiPF6,148,R-3,Trigonal,24,262.1822,2886.29
9497,Pr2C(NO)2,164,P-3m1,Trigonal,7,110.3859,5322.81
9564,Ca(MgAs)2,164,P-3m1,Trigonal,5,114.3864,3462.74
9570,Ca(CdP)2,164,P-3m1,Trigonal,5,107.8574,5032.05
9668,Ba3TiS5,140,I4/mcm,Tetragonal,36,965.9662,4264.42
9946,ZnS,186,P6_3mc,Hexagonal,12,230.4278,4213.33
10009,GaTe,194,P6_3/mmc,Hexagonal,8,242.4173,5406.59
10281,ZnS,186,P6_3mc,Hexagonal,8,153.6377,4212.8
10390,Ta2O5,15,C2/c,Monoclinic,28,335.9425,8736.98
10533,YCuS2,62,Pnma,Orthorhombic,16,318.3341,4519.06
10556,Sr2LiReN4,11,P2_1/m,Monoclinic,16,233.9141,6025.78
10782,TbRbSe2,166,R-3m,Trigonal,12,359.9667,5567.66
10834,RbNd2CuS4,63,Cmcm,Orthorhombic,32,782.0521,4805.12
10851,SiO2,181,P6_422,Hexagonal,9,124.6783,2400.72
10985,RbCu3S2,12,C2/m,Monoclinic,24,428.4244,5274.91
11007,CaPSe3,14,P2_1/c,Monoclinic,20,480.4394,4257.21
11022,ScAgO2,194,P6_3/mmc,Hexagonal,8,108.564,5653.91
11118,CsPrCdSe3,63,Cmcm,Orthorhombic,24,773.9203,5347.78
11347,TbF3,62,Pnma,Orthorhombic,16,190.0604,7545.91
11641,Ag2SeO4,70,Fddd,Orthorhombic,56,809.8563,5883.77
11684,SiO2,15,C2/c,Monoclinic,48,557.2972,2864.46
11703,KSbS2,15,C2/c,Monoclinic,16,465.5595,3209.92
11719,K4ZnP2,166,R-3m,Trigonal,21,706.0727,2001.76
11919,Sr(BeN)2,140,I4/mcm,Tetragonal,20,233.8857,3795.77
12622,SrPdF4,140,I4/mcm,Tetragonal,24,359.1288,4994.33
12787,SiO2,15,C2/c,Monoclinic,36,469.5619,2549.76
13634,Cs2LiAl3F12,166,R-3m,Trigonal,54,736.8631,3932.47
14037,NaTl2RhF6,225,Fm-3m,Cubic,40,605.849,7111.43
14283,Sr2InF7,14,P2_1/c,Monoclinic,40,554.6974,5065.73
14552,Ba2SrUO6,14,P2_1/c,Monoclinic,20,344.2617,6717.17
14600,CaAl2O4,14,P2_1/c,Monoclinic,56,695.9998,3016.43
14607,KSbO3,201,Pn-3,Cubic,60,902.0847,4613.51
14722,NaSrAlF6,33,Pna2_1,Orthorhombic,72,909.697,3673.85
14921,Zn4B6SeO12,217,I-43m,Cubic,46,453.3317,4376.07
15078,SiO2,71,Immm,Orthorhombic,108,2056.0623,1746.93
15783,KSmS2,166,R-3m,Trigonal,12,317.1018,3983.83
15785,KDyS2,166,R-3m,Trigonal,12,302.4691,4376.5
15791,LiErS2,166,R-3m,Trigonal,12,230.1891,5157.8
15988,Li2CuSb,216,F-43m,Cubic,16,243.8158,5426.39
16363,CoAsS,198,P2_13,Cubic,12,165.6664,6652.32
16904,Ba2CdTe3,62,Pnma,Orthorhombic,24,876.2592,5835.68
16964,SiO2,36,Cmc2_1,Orthorhombic,72,1253.0313,1911.0
16978,Ba3MgSb2O9,194,P6_3/mmc,Hexagonal,30,429.4394,6370.88
17015,K4GeO4,14,P2_1/c,Monoclinic,36,680.0288,2862.17
17057,Sr2SnSe3F2,62,Pnma,Orthorhombic,32,712.7916,5300.62
17123,Si2Os,64,Cmce,Orthorhombic,48,673.3494,9722.35
17149,Sr3ErRhO6,167,R-3c,Trigonal,66,913.6448,6859.43
17220,Rb3TaS4,62,Pnma,Orthorhombic,32,1016.0306,3697.61
17404,Y2Si2O7,62,Pnma,Orthorhombic,44,555.9528,4133.52
17446,PrPtF7,14,P2_1/c,Monoclinic,36,547.5048,5689.53
17473,Na2Al2As3,14,P2_1/c,Monoclinic,56,1248.8382,3454.02
17501,Ba(ScTe2)2,62,Pnma,Orthorhombic,28,868.3755,5642.16
17560,Na2UO4,61,Pbca,Orthorhombic,28,403.3341,5731.01
17730,K2SnO3,62,Pnma,Orthorhombic,24,425.0123,3827.41
17817,Ca3(GeP2)2,14,P2_1/c,Monoclinic,36,792.0167,3265.74
17909,SiO2,166,R-3m,Trigonal,108,2404.9286,1493.52
17928,Ba(ErTe2)2,62,Pnma,Orthorhombic,28,947.0526,6888.98
17986,TiTl2O3,62,Pnma,Orthorhombic,24,449.6504,7454.34
17989,K3PS4,62,Pnma,Orthorhombic,32,859.9775,2135.81
18075,Na2TiF6,164,P-3m1,Trigonal,27,365.4958,2832.77
18219,Dy2SiSeO4,57,Pbcm,Orthorhombic,32,439.676,7493.69
18246,K6MnTe4,186,P6_3mc,Hexagonal,22,828.347,3207.14
18373,ZnSe2O5,60,Pbcn,Orthorhombic,32,428.2331,4704.32
18449,K2ZrO3,62,Pnma,Orthorhombic,24,429.4887,3362.44
18510,Sr2SiO4,14,P2_1/c,Monoclinic,28,388.3892,4571.71
18556,Rb2Cd3S4,62,Pnma,Orthorhombic,36,975.1141,4335.14
18642,Ca(YS2)2,62,Pnma,Orthorhombic,28,640.4893,3589.73
19795,InS,58,Pnnm,Orthorhombic,8,181.9502,5362.02
20222,Sr2NbInO6,14,P2_1/c,Monoclinic,20,268.9595,5914.15
20351,InP,216,F-43m,Cubic,8,202.0807,4792.01
20496,Ga2PbO4,40,Ama2,Orthorhombic,28,421.2034,6475.64
20606,Tb3In5S12,11,P2_1/m,Monoclinic,40,878.946,5424.56
21228,SrCuSeF,129,P4/nmm,Tetragonal,8,140.1655,5902.75
21461,Rb2PbO3,62,Pnma,Orthorhombic,24,490.1878,5774.21
21489,Rb2PbO3,36,Cmc2_1,Orthorhombic,24,491.8701,5754.46
21604,Sm3InS6,58,Pnnm,Orthorhombic,40,862.5113,5839.54
21879,Ba2CePtO6,225,Fm-3m,Cubic,40,592.6298,7911.13
22189,In6TeO12,148,R-3,Trigonal,57,704.2852,7133.43
22323,In2O3,167,R-3c,Trigonal,30,383.5762,7211.44
22574,HgP14Pb,62,Pnma,Orthorhombic,64,1310.0535,4266.13
22894,AgI,186,P6_3mc,Hexagonal,4,133.0631,5859.62
22895,CuI,160,R3m,Trigonal,6,155.9642,6083.14
22913,CuBr,216,F-43m,Cubic,8,172.774,5514.82
22914,CuCl,216,F-43m,Cubic,8,146.7427,4481.09
23060,Cs2PtI6,225,Fm-3m,Cubic,36,1432.1472,5669.01
23074,BiOF,129,P4/nmm,Tetragonal,6,85.6945,9455.35
23162,ZrCl2,160,R3m,Trigonal,9,194.8049,4146.05
23183,NdCl3,176,P6_3/m,Hexagonal,8,197.2493,4219.36
23199,BaCl2,62,Pnma,Orthorhombic,12,344.5689,4014.05
23220,YbCl2,61,Pbca,Orthorhombic,24,548.9377,5903.84
23237,BiF3,62,Pnma,Orthorhombic,16,211.1537,8366.67
23251,KBr,225,Fm-3m,Cubic,8,286.4156,2759.74
23259,LiBr,225,Fm-3m,Cubic,8,158.0958,3648.66
23268,NaI,225,Fm-3m,Cubic,8,262.3172,3795.49
23364,CsLiCl2,129,P4/nmm,Tetragonal,8,219.5959,3187.34
23380,Tl3PbI5,19,P2_12_12_1,Orthorhombic,36,1321.077,7314.86
23405,Cs2TeBr6,225,Fm-3m,Cubic,36,1284.4758,4513.52
23465,Cs2TeCl6,225,Fm-3m,Cubic,36,1137.0066,3540.88
23752,Cs2MgH4,139,I4/mmm,Tetragonal,14,262.3677,3723.35
23933,AlH3,167,R-3c,Trigonal,24,183.0379,1633.27
23949,RbCaH3,221,Pm-3m,Cubic,5,88.0809,2423.85
23956,K2MgH4,139,I4/mmm,Tetragonal,14,216.2747,1635.91
23995,Al2P3(HO3)3,176,P6_3/m,Hexagonal,34,383.6204,2544.38
27231,Li2TeO3,15,C2/c,Monoclinic,48,623.9105,4034.42
27478,Na3PaF8,139,I4/mmm,Tetragonal,24,322.0009,4661.8
27697,ThI4,14,P2_1/c,Monoclinic,20,824.0883,5961.63
27742,K2CdO2,60,Pbcn,Orthorhombic,20,387.6221,3814.51
27899,Cd3AsCl3,62,Pnma,Orthorhombic,28,741.1939,4646.63
27979,LaI3,63,Cmcm,Orthorhombic,16,611.9208,5640.26
28049,BaBrCl,62,Pnma,Orthorhombic,12,392.0717,4280.77
28442,TlAs5S8,14,P2_1/c,Monoclinic,56,1290.4646,4300.47
28590,Hg4As2I3,205,Pa-3,Cubic,72,2205.6584,8027.94
28712,Si2Hg6O7,12,C2/m,Monoclinic,30,505.2043,9017.24
28741,CuSe3Br,53,Pmna,Orthorhombic,20,483.8379,5221.2
28766,K2TiS3,15,C2/c,Monoclinic,24,625.656,2359.57
28809,TlBS3,14,P2_1/c,Monoclinic,20,415.0918,4982.75
28830,Na2ZnBr4,62,Pnma,Orthorhombic,28,820.7735,3487.7
28837,K3RhCl6,14,P2_1/c,Monoclinic,40,1042.1283,2759.27
29236,InTeBr,14,P2_1/c,Monoclinic,12,408.456,5241.48
29238,TlAgSe,62,Pnma,Orthorhombic,12,278.7968,9320.37
29484,K4HgAs2,166,R-3m,Trigonal,21,786.94,3208.4
29958,Hg7(PO5)2,14,P2_1/c,Monoclinic,38,610.2968,8848.67
30062,Cs2PtBr6,225,Fm-3m,Cubic,36,1193.9316,5231.24
30164,CsSn2Cl5,140,I4/mcm,Tetragonal,32,938.9183,3873.8
30249,Li4GeS4,62,Pnma,Orthorhombic,36,656.13,2314.82
30250,YAgO2,194,P6_3/mmc,Hexagonal,8,129.0086,5889.32
31008,Na14Al4O13,14,P2_1/c,Monoclinic,62,837.0634,2530.4
32750,CuI,160,R3m,Trigonal,24,623.7619,6084.06
35205,LiErSe2,141,I4_1/amd,Tetragonal,16,351.409,6277.57
35591,LiErS2,141,I4_1/amd,Tetragonal,16,309.5254,5114.37
37605,LiNdSe2,141,I4_1/amd,Tetragonal,16,392.3279,5233.15
38951,Mg(GaO2)2,74,Imma,Orthorhombic,28,284.9678,5308.47
504427,Ti3PbO7,11,P2_1/m,Monoclinic,22,266.2901,5771.85
504748,P3Pb5ClO12,176,P6_3/m,Hexagonal,42,626.9356,7185.11
505321,CsNb(CuTe2)2,33,Pna2_1,Orthorhombic,32,984.845,5822.44
540688,SrIn2O4,62,Pnma,Orthorhombic,28,371.0255,6825.26
541289,Y2S3,11,P2_1/m,Monoclinic,30,690.5162,3953.56
541487,TlPt2Se3,164,P-3m1,Trigonal,12,264.2863,10447.95
542514,Ho2Te4O11,15,C2/c,Monoclinic,68,947.9282,7120.92
542734,Rh2O3,167,R-3c,Trigonal,30,312.4129,8094.29
542812,GaTe,12,C2/m,Monoclinic,24,713.5174,5510.66
543028,Tl2TeO3,50,Pban,Orthorhombic,48,921.5132,8424.07
545359,KNa2CuO2,107,I4mm,Tetragonal,12,201.4521,2977.69
546546,SiO2,155,R32,Trigonal,27,436.8123,2055.69
546621,ErBi2BrO4,123,P4/mmm,Tetragonal,8,134.3258,9013.42
551250,ErBi2IO4,123,P4/mmm,Tetragonal,8,142.4282,9048.64
553993,SiO2,141,I4_1/amd,Tetragonal,96,2076.1486,1537.81
554282,Lu3B5O12,53,Pmna,Orthorhombic,80,709.5582,7216.83
554952,Te2Pb3(ClO3)2,12,C2/m,Monoclinic,52,964.4348,7188.08
555018,RbNa2AuO2,58,Pnnm,Orthorhombic,12,227.5605,5259.96
555118,NaPO3,62,Pnma,Orthorhombic,60,811.7344,2502.96
555284,Ba2NdAlO5,4,P2_1,Monoclinic,18,298.9918,5841.2
555387,BaSi2(BO4)2,62,Pnma,Orthorhombic,52,611.515,3726.85
555740,SiO2,206,Ia-3,Cubic,48,615.0682,2595.42
555812,NaSr3BiO6,167,R-3c,Trigonal,66,1003.58,5865.55
555983,Er2SiO5,15,C2/c,Monoclinic,64,823.1427,7142.93
556108,DyTiClO3,12,C2/m,Monoclinic,24,350.9432,5560.98
556475,KLaPdO3,12,C2/m,Monoclinic,24,381.333,5790.21
556528,In4GeS4,205,Pa-3,Cubic,72,1798.9016,4875.16
556908,Nd5As4(ClO4)3,13,P2/c,Monoclinic,48,764.2885,5732.56
558170,Rb3PO4,62,Pnma,Orthorhombic,32,612.9856,3807.41
558192,NaPO3,14,P2_1/c,Monoclinic,40,521.2392,2598.6
558528,La2TiZnO6,14,P2_1/c,Monoclinic,20,244.1889,6624.16
558534,Tm3B5O12,53,Pmna,Orthorhombic,80,721.4913,6930.86
558543,Ca(CO2)2,10,P2/m,Monoclinic,28,433.6909,1961.86
558616,SrZnP2O7,14,P2_1/c,Monoclinic,44,555.6387,3908.31
558629,Ba2ZnSi2O7,15,C2/c,Monoclinic,48,713.1038,4733.6
558642,Sr3Bi(ClO)3,62,Pnma,Orthorhombic,40,877.0337,4742.47
559617,HfB2O5,14,P2_1/c,Monoclinic,32,269.4216,6905.64
560032,NaNb2AsO8,14,P2_1/c,Monoclinic,48,633.0889,4319.62
560558,CsCdAuS2,67,Cmme,Orthorhombic,20,546.3106,6157.08
560872,Mg10Ge3(H2O9)2,58,Pnnm,Orthorhombic,70,653.5078,3826.65
561877,HoF3,62,Pnma,Orthorhombic,16,184.5965,7985.33
567949,Hg3AsSe4Br,186,P6_3mc,Hexagonal,18,486.5825,7319.71
568036,La2GaN3,15,C2/c,Monoclinic,48,727.6893,7111.5
568388,BiI,12,C2/m,Monoclinic,16,637.79,6996.04
568644,K9InSe7,14,P2_1/c,Monoclinic,68,2226.2189,3041.56
568662,BaCl2,225,Fm-3m,Cubic,12,384.1977,3600.01
