mp_id,material,sv2,sv2_per_mode,n_modes,n_masked_weighted,phonopy_version
4691,Ag2CO3,6175.3289,171.5369,36,0.002315,3.4.0
11641,Ag2SeO4,3253.7622,77.4705,42,0.0,3.4.0
4431,Ag3AsS3,1160.9885,27.6426,42,2.107639,3.4.0
4515,Ag3SbS3,1111.6339,26.4675,42,1.747685,3.4.0
5563,Ag5GeO4,3185.0363,26.542,120,0.0,3.4.0
4004,Ag5SbS4,1455.4077,24.2568,60,0.421296,3.4.0
570340,AgAuCl4,1167.9535,32.4432,36,0.00463,3.4.0
22894,AgI,442.9409,36.9117,12,0.0,3.4.0
3414,AgSbF6,3152.7651,32.8413,96,0.038194,3.4.0
3922,AgSbS2,1428.4186,29.7587,48,0.011574,3.4.0
625739,Al(HO)3,43114.993,256.6369,168,0.289352,3.4.0
4417,Al2(SO4)3,11943.0048,117.0883,102,0.0,3.4.0
3159,Al2CdSe4,914.1437,43.5307,21,0.0,3.4.0
3807,Al2CdSe4,4832.4501,115.0583,42,0.0,3.4.0
3038,Al2HgSe4,674.3057,32.1098,21,0.0,3.4.0
1143,Al2O3,16919.1912,563.973,30,0.0,3.4.0
2254,Al2O3,21303.0418,177.5253,120,0.037037,3.4.0
23995,Al2P3(HO3)3,11781.9829,115.5096,102,0.0,3.4.0
2654,Al2S3,6223.0463,69.145,90,0.0,3.4.0
4753,Al2SiO5,24930.9193,259.6971,96,0.0,3.4.0
2908,Al2ZnO4,14943.3252,355.7935,42,0.0,3.4.0
1591,Al4C3,11286.473,537.4511,21,0.0,3.4.0
3281,Al5BO9,17657.4797,196.1942,90,0.002315,3.4.0
2172,AlAs,1554.5158,259.086,6,0.0,3.4.0
3098,AlCuO2,20288.5743,845.3573,24,0.0,3.4.0
3748,AlCuO2,10079.3805,839.9484,12,0.0,3.4.0
8016,AlCuSe2,1530.3861,63.7661,24,0.0,3.4.0
1323,AlF3,40167.3316,209.2049,192,0.0,3.4.0
468,AlF3,18378.8083,765.7837,24,0.0,3.4.0
23933,AlH3,17520.5417,730.0226,24,0.0,3.4.0
1700,AlN,8218.9955,1369.8326,6,0.0,3.4.0
661,AlN,14774.7826,1231.2319,12,0.0,3.4.0
3955,AlPO4,8695.7961,161.0333,54,0.00463,3.4.0
4051,AlPO4,12491.2512,346.9792,36,0.06713,3.4.0
1550,AlP,3557.5363,592.9227,6,0.0,3.4.0
2624,AlSb,988.095,164.6825,6,0.0,3.4.0
3751,AlTlF4,14218.357,394.9544,36,0.086806,3.4.0
1581,As2O3,9740.7787,162.3463,60,0.0,3.4.0
1582,As2O3,9193.3666,153.2228,60,0.023148,3.4.0
2184,As2O3,5114.8996,85.2483,60,1.21875,3.4.0
2455,As2Os,3383.3235,187.9624,18,0.0,3.4.0
766,As2Ru,4193.3456,232.9636,18,0.0,3.4.0
909,As2Se3,1798.4881,29.9748,60,0.0,3.4.0
942,AuF3,3044.3622,42.2828,72,0.009259,3.4.0
306,B2O3,19153.3584,425.6302,45,0.002315,3.4.0
717,B2O3,27414.2573,913.8086,30,0.0,3.4.0
696746,B4C,27288.9252,606.4206,45,0.0,3.4.0
624,B6As,14303.9664,340.5706,42,0.0,3.4.0
1346,B6O,28157.6104,670.4193,42,0.0,3.4.0
3277,BAsO4,5621.9176,312.3288,18,0.0,3.4.0
4674,BNF8,3092.0073,25.7667,120,1.199074,3.4.0
984,BN,58190.1734,4849.1811,12,0.00463,3.4.0
3589,BPO4,13253.0588,736.281,18,0.0,3.4.0
1479,BP,7211.2746,1201.8791,6,0.0,3.4.0
160,B,18429.5495,511.9319,36,0.0,3.4.0
4255,Ba(CuS)2,2136.5416,142.4361,15,0.016204,3.4.0
4473,Ba(CuSe)2,2221.3333,37.0222,60,0.0,3.4.0
17928,Ba(ErTe2)2,2306.7753,27.4616,84,0.0,3.4.0
4396,Ba(NO3)2,3760.7722,34.822,108,0.0,3.4.0
2983,Ba(PN2)2,27073.5864,107.4349,252,0.0,3.4.0
4727,Ba(SbSe2)2,2448.0517,14.5717,168,0.398148,3.4.0
17501,Ba(ScTe2)2,3893.7041,46.3536,84,0.0,3.4.0
756725,Ba2CaI6,942.9745,17.4625,54,0.002315,3.4.0
16904,Ba2CdTe3,1944.2352,27.0033,72,0.0,3.4.0
21879,Ba2CePtO6,6373.6119,212.4537,30,0.0,3.4.0
555284,Ba2NdAlO5,5437.6821,100.6978,54,0.0,3.4.0
3359,Ba2SnO4,5222.0705,248.67,21,0.0,3.4.0
14552,Ba2SrUO6,5945.4611,99.091,60,0.0,3.4.0
3397,Ba2TiO4,5539.4954,65.9464,84,0.0,3.4.0
558629,Ba2ZnSi2O7,6631.5004,92.1042,72,0.0,3.4.0
3813,Ba2ZrS4,11362.1897,541.0567,21,0.912037,3.4.0
3857,Ba3(PO4)2,3763.2193,96.4928,39,0.001157,3.4.0
2911,Ba3(SnP2)2,3455.6212,31.9965,108,0.0,3.4.0
3361,Ba3Al2F12,7581.0207,37.1619,204,0.0,3.4.0
524,Ba3As14,1034.7636,10.1447,102,0.0,3.4.0
16978,Ba3MgSb2O9,11499.2309,127.7692,90,0.0,3.4.0
1195,Ba3P14,1497.8044,14.6844,102,0.0,3.4.0
755363,Ba3SiO,10118.4665,168.6411,60,0.0,3.4.0
9668,Ba3TiS5,2923.4105,54.1372,54,0.0,3.4.0
6795,Ba5Ho8Zn4O21,8198.3741,71.9156,114,0.0,3.4.0
3563,Ba5Nb4O15,8619.1011,119.7097,72,0.0,3.4.0
3828,BaAl2O4,22859.1367,544.2652,42,0.777778,3.4.0
4202,BaAl2O4,19661.5286,117.0329,168,0.24537,3.4.0
4376,BaAlF5,5350.9583,63.7019,84,0.0,3.4.0
28049,BaBrCl,1767.6931,49.1026,36,0.0,3.4.0
4559,BaCO3,1693.2684,112.8846,15,0.0,3.4.0
5504,BaCO3,6576.5006,109.6083,60,0.0,3.4.0
23199,BaCl2,2001.7375,55.6038,36,0.0,3.4.0
568662,BaCl2,1508.4649,167.6072,9,0.0,3.4.0
1029,BaF2,1832.8249,203.6472,9,0.0,3.4.0
4309,BaGa4S7,2469.2488,34.2951,72,0.0,3.4.0
2139,BaGe2,1517.9382,21.0825,72,0.0,3.4.0
3848,BaGe4O9,13067.0234,103.7065,126,0.172454,3.4.0
3915,BaHgO2,2612.686,217.7238,12,0.002315,3.4.0
752656,BaLa2O4,8584.12,102.1919,84,0.0,3.4.0
1707,BaN6,3311.7526,78.8513,42,0.023148,3.4.0
2892,BaNd2O4,9302.7029,110.7465,84,0.0,3.4.0
1105,BaO2,2193.9525,243.7725,9,0.0,3.4.0
1342,BaO,4210.2722,701.712,6,0.0,3.4.0
684,BaS2,1637.1442,90.9525,18,0.0,3.4.0
239,BaS3,1315.5126,54.813,24,0.0,3.4.0
3164,BaSO4,5783.5075,80.3265,72,0.0,3.4.0
1500,BaS,1006.7791,167.7965,6,0.0,3.4.0
3564,BaSc2O4,24451.1715,194.0569,126,3.005787,3.4.0
1253,BaSe,860.1956,143.3659,6,0.0,3.4.0
555387,BaSi2(BO4)2,23126.0541,148.2439,156,0.0,3.4.0
3031,BaSi2O5,19425.4505,202.3484,96,0.027778,3.4.0
1477,BaSi2,1841.9047,25.582,72,0.0,3.4.0
3777,BaSiN2,16750.8067,348.9751,48,0.0,3.4.0
1000,BaTe,993.4739,165.579,6,0.0,3.4.0
3943,BaTi2O5,29316.6307,407.1754,72,0.930556,3.4.0
3175,BaTi4O9,26496.9798,315.4402,84,0.00463,3.4.0
2998,BaTiO3,128846.7586,8589.7839,15,0.75463,3.4.0
3952,BaY2O4,11299.6985,134.5202,84,0.0,3.4.0
6089,BaZn2(PO4)2,6226.2288,39.9117,156,0.106481,3.4.0
3881,BaZnF4,3824.6496,106.2403,36,0.078704,3.4.0
4236,BaZnO2,2405.3981,66.8166,36,0.0,3.4.0
3104,BaZrN2,10257.931,427.4138,24,0.0,3.4.0
1569,Be2C,12497.2622,1388.5847,9,0.0,3.4.0
3347,Be2SiO4,29525.5756,234.33,126,0.0,3.4.0
3081,BeAl2O4,34422.166,409.7877,84,0.0,3.4.0
2542,BeO,19626.5344,1635.5445,12,0.0,3.4.0
422,BeS,4217.656,702.9427,6,0.0,3.4.0
1541,BeSe,1965.6337,327.6056,6,0.0,3.4.0
252,BeTe,1369.8565,228.3094,6,0.0,3.4.0
23237,BiF3,5413.1594,112.7742,48,0.0,3.4.0
568388,BiI,610.1035,25.421,24,0.006944,3.4.0
23074,BiOF,13243.393,735.7441,18,0.648148,3.4.0
759825,BiOF,8387.0127,232.9726,36,0.0,3.4.0
1167,CF4,4110.3867,137.0129,30,1.913194,3.4.0
990448,C,43076.995,7179.4992,6,0.002315,3.4.0
4555,Ca(AsO3)2,8454.4505,313.1278,27,0.0,3.4.0
2898,Ca(AuO2)2,4624.6516,110.1108,42,0.0,3.4.0
3417,Ca(BO2)2,58957.5583,701.8757,84,0.0,3.4.0
558543,Ca(CO2)2,10401.1656,123.8234,84,0.0,3.4.0
9570,Ca(CdP)2,1272.0113,84.8008,15,0.0,3.4.0
9564,Ca(MgAs)2,2223.1862,148.2124,15,0.0,3.4.0
3142,Ca(NO3)2,10306.6612,95.432,108,2.342593,3.4.0
18642,Ca(YS2)2,7312.8488,87.0577,84,0.0,3.4.0
3859,Ca2B2O5,13094.282,121.2434,108,0.064815,3.4.0
4155,Ca2Nb2O7,38654.8419,585.6794,66,0.969907,3.4.0
4180,Ca2SiO4,10493.2494,124.9196,84,0.0,3.4.0
4481,Ca2SiO4,14833.1395,176.585,84,0.0,3.4.0
4747,Ca2SnO4,11606.6398,276.3486,42,0.0,3.4.0
3575,Ca3(BO3)2,10978.7369,166.3445,66,0.048611,3.4.0
17817,Ca3(GeP2)2,7619.9843,70.5554,108,0.0,3.4.0
3487,Ca3(PO4)2,8144.9273,208.8443,39,1.125,3.4.0
4192,Ca3AsN,14063.1734,234.3862,60,0.0,3.4.0
1047,Ca3N2,8203.0779,273.4359,30,0.0,3.4.0
844,Ca3N2,18071.8417,150.5987,120,0.0,3.4.0
3932,Ca3Si2O7,10581.0111,73.4792,144,0.0,3.4.0
4163,Ca3Ti2O7,27206.9749,377.8747,72,0.141204,3.4.0
8568,Ca4PtO6,9486.7049,143.738,66,0.0,3.4.0
3080,Ca5(Ga3O7)2,8809.2761,58.7285,150,0.0,3.4.0
14600,CaAl2O4,21651.5485,128.8783,168,0.268519,3.4.0
2963,CaAl2O4,23550.9903,93.4563,252,0.944444,3.4.0
966582,CaAlH5,23022.9701,137.0415,168,0.0,3.4.0
722262,CaB3H3O7,15080.2146,89.7632,168,0.016204,3.4.0
1575,CaC2,5718.028,317.6682,18,0.0,3.4.0
2482,CaC2,8568.5635,952.0626,9,0.136574,3.4.0
917,CaC2,5367.6974,298.2054,18,0.0,3.4.0
4124,CaCN2,5376.4039,448.0337,12,0.0,3.4.0
3953,CaCO3,7806.7584,260.2253,30,0.0,3.4.0
4626,CaCO3,12798.0298,213.3005,60,0.037037,3.4.0
2741,CaF2,5251.0784,583.4532,9,0.0,3.4.0
3707,CaGe2O5,9758.2776,203.2974,48,0.002315,3.4.0
4279,CaGe2O5,15810.2431,164.69,96,0.0,3.4.0
642725,CaHClO,4048.6701,168.6946,24,0.0,3.4.0
676,CaN6,6289.8789,149.759,42,0.0,3.4.0
2605,CaO,4145.607,690.9345,6,0.0,3.4.0
11007,CaPSe3,1810.0395,30.1673,60,0.0,3.4.0
8161,CaPdF4,5766.9791,160.1939,36,0.0,3.4.0
3082,CaSO4,6326.3675,117.155,54,0.0,3.4.0
4406,CaSO4,7079.509,196.653,36,0.0,3.4.0
1672,CaS,2945.1416,490.8569,6,0.0,3.4.0
4056,CaSc2O4,19235.3214,228.9919,84,0.0,3.4.0
1415,CaSe,1791.3572,298.5595,6,0.0,3.4.0
4782,CaSnF6,3776.6632,157.361,24,0.0,3.4.0
4190,CaSnO3,5555.8152,185.1938,30,0.0,3.4.0
4438,CaSnO3,13677.9185,227.9653,60,0.0,3.4.0
3079,CaTa4O11,19339.933,201.4576,96,0.0,3.4.0
1519,CaTe,1269.1295,211.5216,6,0.0,3.4.0
3442,CaTiO3,36256.1777,1208.5393,30,0.423611,3.4.0
4019,CaTiO3,21938.1322,365.6355,60,0.0,3.4.0
3960,CaUO4,7307.2341,405.9575,18,0.0,3.4.0
3443,Cd(GaO2)2,9604.474,228.678,42,0.0,3.4.0
4452,Cd(GaS2)2,872.4058,41.5431,21,0.0,3.4.0
3772,Cd(GaSe2)2,720.6934,34.3187,21,0.0,3.4.0
4659,Cd(PO3)2,21321.8729,98.7124,216,0.166667,3.4.0
3917,Cd2GeO4,8243.7983,98.1405,84,0.0,3.4.0
4530,Cd2SiO4,6129.9384,145.9509,42,0.0,3.4.0
27899,Cd3AsCl3,2428.4219,28.9098,84,0.0,3.4.0
4385,CdCO3,5236.0871,174.5362,30,0.0,3.4.0
241,CdF2,5694.9273,632.7697,9,0.0,3.4.0
2951,CdGeO3,6128.0127,102.1335,60,0.016204,3.4.0
3668,CdGeP2,1720.0563,71.669,24,0.0,3.4.0
2310,CdO2,5567.1097,154.6419,36,0.0,3.4.0
402,CdP2,2007.9512,55.7764,36,0.0,3.4.0
913,CdP2,3274.6457,45.4812,72,0.0,3.4.0
2469,CdS,587.276,97.8793,6,0.0,3.4.0
672,CdS,1136.3544,94.6962,12,0.0,3.4.0
1070,CdSe,921.8869,76.8239,12,0.0,3.4.0
2691,CdSe,467.8669,77.9778,6,0.0,3.4.0
3078,CdSiAs2,1697.1108,70.7129,24,0.0,3.4.0
4666,CdSiP2,2071.7738,86.3239,24,0.0,3.4.0
754329,CdSnO3,3646.4247,121.5475,30,0.0,3.4.0
849371,CdSnO3,12597.9633,209.9661,60,0.0,3.4.0
406,CdTe,479.6756,79.9459,6,0.0,3.4.0
2956,Co2(GeS)3,5190.2241,54.0648,96,0.0,3.4.0
2994,Co2(GeTe)3,3588.4659,37.3799,96,0.0,3.4.0
16363,CoAsS,4781.8776,132.8299,36,0.0,3.4.0
4627,CoAsS,5287.2362,146.8677,36,0.0,3.4.0
4338,Cr2CdS4,8871.536,211.227,42,9.15162,3.4.0
4182,CrAgS2,12314.5145,1026.2095,12,1.402778,3.4.0
3779,CrSiTe3,3297.0822,109.9027,30,2.197917,3.4.0
7232,Cs2HgO2,1889.0758,125.9384,15,0.002315,3.4.0
13634,Cs2LiAl3F12,9102.6029,168.5667,54,0.0,3.4.0
989405,Cs2LiInBr6,1859.7943,61.9931,30,0.002315,3.4.0
23752,Cs2MgH4,9282.91,442.0433,21,0.002315,3.4.0
2884,Cs2Mn3S4,4640.3368,85.9322,54,0.001157,3.4.0
3704,Cs2Mn3Se4,2902.2711,53.7458,54,0.001157,3.4.0
30062,Cs2PtBr6,312.1802,11.5622,27,0.002315,3.4.0
23060,Cs2PtI6,264.5365,9.7976,27,0.002315,3.4.0
4047,Cs2SiF6,809.2217,29.9712,27,0.0,3.4.0
23405,Cs2TeBr6,307.9011,11.4037,27,0.002315,3.4.0
23465,Cs2TeCl6,417.6368,15.468,27,0.002315,3.4.0
573763,Cs2Te,925.7597,25.7155,36,0.00463,3.4.0
3247,Cs2TiS3,9581.8613,266.1628,36,0.0,3.4.0
638729,Cs2ZrCl6,451.6748,16.7287,27,0.002315,3.4.0
574070,Cs4Pb9,322.9133,2.07,156,0.030093,3.4.0
2667,CsAu,280.9486,46.8248,6,0.0,3.4.0
3977,CsB3O5,16457.1187,152.3807,108,0.430556,3.4.0
560558,CsCdAuS2,1309.3926,43.6464,30,0.180556,3.4.0
1784,CsF,851.0346,141.8391,6,0.0,3.4.0
606680,CsLi2Br3,3449.5828,191.6435,18,0.010417,3.4.0
23364,CsLiCl2,4792.2643,199.6777,24,0.0,3.4.0
3288,CsNO2,1134.2003,31.5056,36,0.009259,3.4.0
505321,CsNb(CuTe2)2,2563.8364,26.7066,96,0.421296,3.4.0
582146,CsNb4Cl11,4048.3264,42.1701,96,0.0,3.4.0
984872,CsPb2Cl5,2711.5234,56.4901,48,0.039352,3.4.0
11118,CsPrCdSe3,1518.423,42.1784,36,0.0,3.4.0
9080,CsPrS2,1493.1941,124.4328,12,0.020833,3.4.0
2969,CsSbSe2,1262.0057,26.2918,48,0.006944,3.4.0
7212,CsSmHgSe3,1401.5706,38.9325,36,0.0,3.4.0
30164,CsSn2Cl5,3359.8106,69.9961,48,0.101852,3.4.0
361,Cu2O,3918.0159,217.6676,18,0.0,3.4.0
3934,Cu3PS4,2044.0315,42.584,48,0.0,3.4.0
22913,CuBr,334.4361,55.7394,6,0.0,3.4.0
22914,CuCl,630.712,105.1187,6,0.0,3.4.0
22895,CuI,488.2141,81.369,6,0.0,3.4.0
32750,CuI,1665.2022,69.3834,24,0.002315,3.4.0
927,CuP2,2284.4805,63.4578,36,0.0,3.4.0
4468,CuSbS2,2951.1075,61.4814,48,0.0,3.4.0
28741,CuSe3Br,1196.1366,19.9356,60,0.0,3.4.0
3261,Dy(BO2)3,35179.4192,73.2905,480,0.0,3.4.0
3611,Dy2Hf2O7,13337.3222,202.0806,66,0.241898,3.4.0
2345,Dy2O3,12933.6735,107.7806,120,0.0,3.4.0
1270,Dy2S3,4038.0331,67.3006,60,0.0,3.4.0
752405,Dy2SiO5,8777.5477,91.4328,96,0.00463,3.4.0
768317,Dy2SiO5,8069.7591,84.06,96,0.003472,3.4.0
18219,Dy2SiSeO4,8876.7197,92.4658,96,0.0,3.4.0
4024,DyAgTe2,1012.2106,42.1754,24,0.0,3.4.0
556108,DyTiClO3,9088.8042,252.4668,36,0.0,3.4.0
3041,Er2CdS4,3775.0025,89.881,42,0.0,3.4.0
2460,Er2O3,6917.0333,153.7119,45,0.0,3.4.0
679,Er2O3,12638.1793,105.3182,120,0.0,3.4.0
2234,Er2S3,4238.5942,47.0955,90,0.0,3.4.0
209,Er2Se3,2195.4924,36.5915,60,0.0,3.4.0
555983,Er2SiO5,8009.2588,83.4298,96,0.003472,3.4.0
3688,Er2Sn2O7,10447.8699,158.3011,66,0.0,3.4.0
3384,Er3Al5O12,23768.1805,99.0341,240,0.0,3.4.0
4044,ErAgSe2,1261.5957,26.2832,48,0.0,3.4.0
546621,ErBi2BrO4,8951.5413,372.9809,24,0.0,3.4.0
551250,ErBi2IO4,8324.8467,346.8686,24,0.0,3.4.0
3457,ErP5O14,27060.9532,112.754,240,3.319444,3.4.0
4006,ErPO4,6898.636,191.6288,36,0.0,3.4.0
3444,ErTaO4,9364.381,260.1217,36,0.0,3.4.0
4123,ErTlS2,1026.5026,85.5419,12,0.0,3.4.0
1522,FeS2,7808.7556,433.8198,18,0.0,3.4.0
226,FeS2,12587.7512,349.6598,36,0.0,3.4.0
1714,FeSi2,16629.4347,230.9644,72,0.0,3.4.0
4809,Ga2HgS4,684.5132,32.5959,21,0.0,3.4.0
4730,Ga2HgSe4,480.1944,22.8664,21,0.0,3.4.0
1243,Ga2O3,9337.3889,311.2463,30,0.0,3.4.0
886,Ga2O3,7682.0711,256.069,30,0.0,3.4.0
20496,Ga2PbO4,4024.4253,95.8197,42,0.0,3.4.0
539,Ga2S3,1838.1899,61.273,30,0.0,3.4.0
1340,Ga2Se3,1204.6963,40.1565,30,0.002315,3.4.0
2371,Ga2Te5,722.9569,34.4265,21,0.0,3.4.0
3107,Ga3PO7,4683.7274,141.9311,33,0.0,3.4.0
3996,GaAsO4,3555.5547,65.8436,54,0.001157,3.4.0
4280,GaCuO2,5423.4749,451.9562,12,0.0,3.4.0
588,GaF3,8100.6077,337.5253,24,0.0,3.4.0
804,GaN,4834.3083,402.859,12,0.0,3.4.0
830,GaN,2642.4526,440.4088,6,0.0,3.4.0
4122,GaPO4,3504.8813,64.9052,54,0.002315,3.4.0
2490,GaP,1452.1391,242.0232,6,0.0,3.4.0
2507,GaS,2988.9824,124.5409,24,0.0,3.4.0
1572,GaSe,2026.3221,84.4301,24,0.0,3.4.0
1943,GaSe,2066.8871,86.1203,24,0.0,3.4.0
10009,GaTe,1600.7178,66.6966,24,0.0,3.4.0
542812,GaTe,1220.6179,33.9061,36,0.002315,3.4.0
4187,Ge2N2O,6969.9211,232.3307,30,0.0,3.4.0
223,GeO2,3595.3461,133.161,27,0.0,3.4.0
470,GeO2,11346.1474,630.3415,18,0.0,3.4.0
733,GeO2,3596.7461,133.2128,27,0.0,3.4.0
2242,GeS,2437.8792,101.5783,24,0.0,3.4.0
700,GeSe,1690.8758,70.4532,24,0.0,3.4.0
938,GeTe,1128.9094,188.1516,6,0.003472,3.4.0
559617,HfB2O5,19533.106,203.4699,96,0.0,3.4.0
1858,HfO2,17313.4964,240.4652,72,0.0,3.4.0
352,HfO2,11812.6056,328.1279,36,0.0,3.4.0
985829,HfS2,1899.2137,211.0237,9,0.0,3.4.0
4609,HfSiO4,10462.3083,290.6197,36,0.0,3.4.0
3810,Hg(AsO3)2,7643.784,283.1031,27,0.0,3.4.0
3167,Hg2GeSe4,370.3245,17.6345,21,0.0,3.4.0
4710,Hg3(BO3)2,5212.6451,78.9795,66,0.0,3.4.0
4445,Hg3AsO4,2206.7645,22.9871,96,0.148148,3.4.0
567949,Hg3AsSe4Br,657.9954,12.1851,54,0.002315,3.4.0
3538,Hg3TeO6,6071.8705,25.2995,240,0.003472,3.4.0
28590,Hg4As2I3,1391.6087,6.4426,216,0.009259,3.4.0
29958,Hg7(PO5)2,4234.8839,37.1481,114,0.023148,3.4.0
706,HgF,1992.664,166.0553,12,0.002315,3.4.0
1224,HgO,8159.8309,339.993,24,0.0,3.4.0
22574,HgP14Pb,13217.141,68.8393,192,0.0,3.4.0
7293,HgPSe3,987.799,16.4633,60,0.100694,3.4.0
3228,HgSO4,4063.6589,112.8794,36,0.027778,3.4.0
634,HgS,910.6631,50.5924,18,0.0,3.4.0
4284,Ho2CdSe4,2273.6904,54.1355,42,0.0,3.4.0
812,Ho2O3,12793.2238,106.6102,120,0.0,3.4.0
779522,Ho2P4O13,8824.411,77.4071,114,0.097222,3.4.0
878,Ho2S3,4237.3229,47.0814,90,0.0,3.4.0
3884,Ho2Sn2O7,10325.0665,156.4404,66,0.0,3.4.0
542514,Ho2Te4O11,8425.447,82.6024,102,0.19213,3.4.0
1154,Ho4C7,7896.7123,59.8236,132,0.0,3.4.0
561877,HoF3,6204.236,129.2549,48,0.0,3.4.0
3144,HoNbO4,8396.0207,233.2228,36,0.0,3.4.0
4104,HoPO4,6927.3581,192.4266,36,0.0,3.4.0
4344,HoTaO4,9462.8057,262.8557,36,0.0,3.4.0
22323,In2O3,6712.975,223.7658,30,0.0,3.4.0
2874,In2Si2O7,7588.4534,229.9531,33,0.0,3.4.0
556528,In4GeS4,2589.8057,11.9898,216,0.0,3.4.0
22189,In6TeO12,6404.4097,112.3581,57,0.0,3.4.0
20351,InP,749.6506,124.9418,6,0.0,3.4.0
19795,InS,2090.8686,87.1195,24,0.0,3.4.0
29236,InTeBr,757.8393,21.0511,36,0.00463,3.4.0
2437,IrF3,8663.4774,360.9782,24,0.0,3.4.0
2833,IrS2,8304.7499,115.3437,72,0.0,3.4.0
4351,K2B2S7,2901.6252,43.964,66,0.001157,3.4.0
3963,K2CO3,5024.9866,69.7915,72,0.0,3.4.0
6494,K2Ca(CO3)2,5057.1952,153.2483,33,0.001157,3.4.0
7534,K2Cd2O3,4661.6989,110.9928,42,0.002315,3.4.0
27742,K2CdO2,5852.7497,97.5458,60,0.0,3.4.0
4698,K2Ge8O17,12914.4149,39.8593,324,3.916667,3.4.0
23956,K2MgH4,12344.2026,587.8192,21,0.0,3.4.0
4758,K2NbF7,9503.1659,79.193,120,2.224537,3.4.0
2672,K2O2,3614.3117,150.5963,24,0.0,3.4.0
776016,K2O,30835.0509,428.2646,72,0.393519,3.4.0
971,K2O,3564.6957,396.0773,9,0.0,3.4.0
569967,K2PrCl5,3497.1674,36.4288,96,0.00463,3.4.0
3821,K2PtF6,1312.4841,48.6105,27,0.0,3.4.0
1022,K2S,1789.9388,198.8821,9,0.0,3.4.0
3379,K2SbF5,5241.6903,109.2019,48,0.736111,3.4.0
3042,K2SiF6,1379.6534,51.0983,27,0.0,3.4.0
17730,K2SnO3,13037.6834,181.0789,72,0.0,3.4.0
8972,K2TaCuSe4,1604.025,33.4172,48,0.001157,3.4.0
3975,K2TaF7,7603.1015,63.3592,120,2.24537,3.4.0
1747,K2Te,1048.5287,116.5032,9,0.0,3.4.0
3970,K2TiF6,2888.8932,106.996,27,0.0,3.4.0
28766,K2TiS3,8923.4284,247.873,36,0.0,3.4.0
3808,K2UO4,8024.4702,382.1176,21,0.0,3.4.0
18449,K2ZrO3,20510.6021,284.8695,72,0.0,3.4.0
4647,K3(Cu4Se3)2,1141.7829,22.3879,51,0.001157,3.4.0
3797,K3AsS4,2507.7704,26.1226,96,0.0,3.4.0
642821,K3H5Pt,6546.0484,121.2231,54,0.0,3.4.0
975577,K3La(AsO4)2,3165.6433,37.6862,84,0.0,3.4.0
1568,K3P11,1642.2835,9.7755,168,0.023148,3.4.0
17989,K3PS4,2638.0172,27.4793,96,0.0,3.4.0
28837,K3RhCl6,1636.6445,13.6387,120,0.0,3.4.0
4690,K3TaO8,2882.4559,80.0682,36,0.239583,3.4.0
