mp_id,material,sv2,sv2_per_mode,n_modes,n_masked_weighted,phonopy_version
1439,TiO2,13341.2146,370.5893,36,0.0,3.4.0
1840,TiO2,21692.3786,301.283,72,0.0,3.4.0
2657,TiO2,17732.0354,985.1131,18,0.0,3.4.0
390,TiO2,13781.6516,765.6473,18,0.0,3.4.0
775938,TiO2,50129.0562,464.1579,108,0.907407,3.4.0
753048,TiSnO4,12465.8139,230.8484,54,0.0,3.4.0
17986,TiTl2O3,11179.6928,155.2735,72,0.0,3.4.0
667,Tl2S,3316.9267,40.9497,81,0.009259,3.4.0
543028,Tl2TeO3,4189.0059,29.0903,144,0.171296,3.4.0
4584,Tl3BO3,3104.2314,73.9103,42,1.391204,3.4.0
4160,Tl3PSe4,739.8289,7.7066,96,0.013889,3.4.0
23380,Tl3PbI5,577.4692,5.3469,108,0.013889,3.4.0
4762,TlAg3S2,2309.4715,32.076,72,2.37963,3.4.0
29238,TlAgSe,928.622,25.7951,36,0.0,3.4.0
5874,TlAgTe,820.8984,22.8027,36,0.0,3.4.0
28442,TlAs5S8,2042.4792,12.1576,168,0.00463,3.4.0
28809,TlBS3,3431.8727,57.1979,60,0.0,3.4.0
2632,TlF3,6644.5994,138.4292,48,0.0,3.4.0
2175,TlF,9166.1028,1527.6838,6,0.611111,3.4.0
720,TlF,3528.7017,147.0292,24,0.00463,3.4.0
3785,TlGaTe2,1142.3938,47.5997,24,0.021991,3.4.0
3075,TlGeS2,2825.6235,29.4336,96,0.009259,3.4.0
870,TlN3,3422.5374,142.6057,24,0.094907,3.4.0
541487,TlPt2Se3,1419.3386,39.4261,36,0.001157,3.4.0
3267,TlSb5S8,2203.4952,13.116,168,0.520833,3.4.0
39,Tl,2342.3098,780.7699,3,2.423611,3.4.0
4324,Tm2CdS4,3712.7044,88.3977,42,0.0,3.4.0
1767,Tm2O3,12561.9215,104.6827,120,0.0,3.4.0
2309,Tm2S3,3279.5062,54.6584,60,0.0,3.4.0
3556,Tm2SO2,2725.6275,181.7085,15,0.0,3.4.0
3334,Tm2Sn2O7,10557.0736,159.9557,66,0.0,3.4.0
558534,Tm3B5O12,29014.2994,120.8929,240,0.0,3.4.0
640324,TmCuPbSe3,2240.5928,31.1193,72,0.0,3.4.0
2275,UF6,1568.6439,18.6743,84,0.268519,3.4.0
1776,UN2,48148.2057,5349.8006,9,0.041667,3.4.0
375,UO3,25032.3926,2086.0327,12,0.203704,3.4.0
3516,UTeO5,20747.9108,246.9989,84,0.037037,3.4.0
3762,VCu3S4,1149.2402,47.885,24,0.0,3.4.0
224,WS2,3452.9384,191.8299,18,0.0,3.4.0
1821,WSe2,2344.5329,130.2518,18,0.0,3.4.0
753917,Y2HfO5,9277.7857,193.2872,48,0.033565,3.4.0
755537,Y2HfO5,15204.5018,316.7605,48,0.0,3.4.0
2652,Y2O3,17511.5241,145.9294,120,0.0,3.4.0
541289,Y2S3,6331.4273,70.3492,90,0.0,3.4.0
17404,Y2Si2O7,11939.3323,90.4495,132,0.0,3.4.0
3520,Y2SiO5,9735.3811,101.4102,96,0.00463,3.4.0
3370,Y2Sn2O7,11582.5076,175.4925,66,0.0,3.4.0
3050,Y3Al5O12,26028.8532,108.4536,240,0.0,3.4.0
5409,Y4Al2O9,14645.747,81.3653,180,0.094907,3.4.0
30250,YAgO2,9180.4359,382.5182,24,0.0,3.4.0
3792,YAlO3,15089.5034,251.4917,60,0.0,3.4.0
2918,YCuO2,7509.0728,312.878,24,0.0,3.4.0
10533,YCuS2,3573.135,74.4403,48,0.0,3.4.0
2416,YF3,7588.489,158.0935,48,0.0,3.4.0
3637,YOF,5090.3061,282.7948,18,0.0,3.4.0
23220,YbCl2,3777.9977,52.4722,72,0.0,3.4.0
570418,YbI2,346.1276,38.4586,9,0.0,3.4.0
1216,YbO,2478.7671,413.1279,6,0.0,3.4.0
1820,YbS,752.0577,125.343,6,0.0,3.4.0
286,YbSe,697.4723,116.2454,6,0.0,3.4.0
1779,YbTe,842.9993,140.4999,6,0.0,3.4.0
3188,Zn(SbO3)2,11757.8185,217.7374,54,0.0,3.4.0
3789,Zn2SiO4,6577.4079,52.2016,126,0.0,3.4.0
3502,Zn2Te3O8,8732.8243,111.9593,78,0.112269,3.4.0
14921,Zn4B6SeO12,21539.4799,312.1664,69,0.0,3.4.0
1873,ZnF2,6460.8161,358.9342,18,0.0,3.4.0
2979,ZnGeN2,7836.6756,163.2641,48,0.0,3.4.0
4524,ZnGeP2,3473.586,144.7328,24,0.0,3.4.0
1986,ZnO,1751.8719,291.9787,6,0.0,3.4.0
2133,ZnO,3284.8149,273.7346,12,0.0,3.4.0
1392,ZnP2,5690.7856,79.0387,72,0.0,3.4.0
2782,ZnP2,4953.7151,68.8016,72,0.0,3.4.0
3342,ZnPS3,2571.7328,85.7244,30,0.009259,3.4.0
10281,ZnS,3128.3992,130.35,24,0.0,3.4.0
9946,ZnS,4557.4839,126.5968,36,0.0,3.4.0
18373,ZnSe2O5,8380.0955,87.2927,96,0.032407,3.4.0
1190,ZnSe,900.5338,150.089,6,0.0,3.4.0
380,ZnSe,1625.1445,135.4287,12,0.0,3.4.0
3595,ZnSiAs2,2782.7713,115.9488,24,0.0,3.4.0
4763,ZnSiP2,3178.044,132.4185,24,0.0,3.4.0
4175,ZnSnP2,2487.5835,103.6493,24,0.0,3.4.0
2176,ZnTe,602.6879,100.448,6,0.0,3.4.0
4325,Zr(SO4)2,18698.3702,141.6543,132,0.37963,3.4.0
277,Zr3N4,17284.8505,205.772,84,0.0,3.4.0
23162,ZrCl2,1930.1648,214.4628,9,0.002315,3.4.0
8042,ZrGeO4,9530.7099,264.7419,36,0.0,3.4.0
924129,ZrNiSn,1650.6041,183.4005,9,0.0,3.4.0
2574,ZrO2,13704.9858,761.3881,18,0.0,3.4.0
2858,ZrO2,13048.0913,362.447,36,0.0,3.4.0
1186,ZrS2,2521.5146,280.1683,9,0.0,3.4.0
756361,ZrSeO,2843.5385,78.9872,36,0.0,3.4.0
4820,ZrSiO4,12686.6464,352.4068,36,0.0,3.4.0
4759,ZrTe3O8,14119.0042,98.0486,144,2.768519,3.4.0
