mp_id,material,n_atoms_primitive,n_atoms_unitcell,avg_mass_AMU,fc_mean,fc_max,on_site_norm,trace_ratio,aniso,interaction_range,phonopy_version
4530,Cd2SiO4,14,56,45.2722,1.084257,69.751448,33.651846,0.580255,0.325012,1.0,3.4.0
27899,Cd3AsCl3,28,28,74.0734,0.32625,19.107386,10.826085,0.567122,0.273458,0.994852,3.4.0
4385,CdCO3,10,30,34.484,1.369453,97.943161,53.989913,0.629419,0.320916,1.0,3.4.0
241,CdF2,3,12,50.1359,0.56337,14.598136,11.097123,1.0,1.0,1.0,3.4.0
2951,CdGeO3,20,40,46.6098,1.446705,55.575577,32.601655,0.587418,0.301451,1.0,3.4.0
3668,CdGeP2,8,16,61.7496,0.445852,21.461561,17.629303,0.911362,0.790997,1.0,3.4.0
2310,CdO2,12,12,48.1366,0.708897,25.228433,21.603651,0.67385,0.493187,1.0,3.4.0
402,CdP2,12,12,58.1195,0.36165,21.341525,17.713301,0.81975,0.631211,0.864802,3.4.0
913,CdP2,24,24,58.1195,0.531369,21.21747,17.647096,0.823115,0.635665,0.957895,3.4.0
2469,CdS,2,8,72.238,0.685733,13.871872,12.234852,1.0,1.0,1.0,3.4.0
672,CdS,4,4,72.238,0.367776,13.789309,12.212091,0.990291,0.970874,1.0,3.4.0
1070,CdSe,4,4,95.6855,0.325786,12.58073,11.10157,0.99356,0.980679,1.0,3.4.0
2691,CdSe,2,8,95.6855,0.611742,12.699021,11.165907,1.0,1.0,1.0,3.4.0
3078,CdSiAs2,8,16,72.5849,0.42526,21.208807,16.921161,0.890107,0.74756,1.0,3.4.0
4666,CdSiP2,8,16,50.611,0.490183,24.938314,19.544199,0.870106,0.714097,1.0,3.4.0
754329,CdSnO3,10,30,55.8238,0.855954,40.952958,23.847266,0.798566,0.505298,1.0,3.4.0
849371,CdSnO3,20,20,55.8238,1.246548,39.695697,24.268914,0.674364,0.396288,1.0,3.4.0
406,CdTe,2,8,120.0055,0.517586,11.339001,9.881903,1.0,1.0,1.0,3.4.0
2956,Co2(GeS)3,32,96,53.9977,0.683159,31.034001,22.621605,0.806433,0.570511,1.0,3.4.0
2994,Co2(GeTe)3,32,96,89.8233,0.571939,25.409594,18.741348,0.771291,0.530378,1.0,3.4.0
16363,CoAsS,12,12,55.3066,0.756128,28.682354,25.139446,0.948198,0.922296,1.0,3.4.0
4627,CoAsS,12,12,55.3066,0.518992,28.592686,25.234021,0.948538,0.916467,0.979021,3.4.0
4338,Cr2CdS4,14,56,49.2376,1.006239,14.97658,11.233768,0.678514,0.517771,1.0,3.4.0
4182,CrAgS2,4,12,55.9986,0.535492,20.954575,13.364035,0.641849,0.428167,0.96729,3.4.0
3779,CrSiTe3,10,30,92.5763,0.405112,21.277907,13.124903,0.743505,0.579264,0.947899,3.4.0
7232,Cs2HgO2,5,10,99.6799,0.527169,39.518384,17.399501,0.598901,0.398351,1.0,3.4.0
13634,Cs2LiAl3F12,18,54,32.3154,1.203553,42.593772,20.557563,0.594708,0.363459,1.0,3.4.0
989405,Cs2LiInBr6,10,40,86.6994,0.423935,12.993428,5.147269,0.680646,0.520969,1.0,3.4.0
23752,Cs2MgH4,7,14,42.0211,0.147374,10.000734,4.967723,0.773492,0.645689,1.0,3.4.0
2884,Cs2Mn3S4,18,36,62.0983,0.432277,31.156379,20.723237,0.842642,0.60631,0.998446,3.4.0
3704,Cs2Mn3Se4,18,36,82.9406,0.372091,25.814433,17.920069,0.854117,0.649022,0.996892,3.4.0
30062,Cs2PtBr6,9,36,104.4799,0.769589,36.922772,11.230888,0.649389,0.474084,0.942857,3.4.0
23060,Cs2PtI6,9,36,135.8135,0.599014,26.419381,8.498958,0.649185,0.473778,0.980952,3.4.0
4047,Cs2SiF6,9,36,45.3208,1.628295,64.553297,21.347937,0.684991,0.527487,1.0,3.4.0
23405,Cs2TeBr6,9,36,96.9817,0.508922,19.474879,6.516371,0.639264,0.458896,1.0,3.4.0
23465,Cs2TeCl6,9,36,67.3477,0.620357,23.815838,7.545507,0.636401,0.454601,1.0,3.4.0
573763,Cs2Te,12,12,131.137,0.081713,3.616201,2.790787,0.806235,0.636384,0.822844,3.4.0
3247,Cs2TiS3,12,24,68.3122,0.429038,25.763408,12.032846,0.674905,0.386032,1.0,3.4.0
638729,Cs2ZrCl6,9,36,63.3059,0.748797,25.082289,9.343695,0.631433,0.44715,1.0,3.4.0
574070,Cs4Pb9,52,52,184.3401,0.169205,7.778704,5.699345,0.778013,0.505176,0.678118,3.4.0
2667,CsAu,2,2,164.936,0.072069,2.773161,2.258745,1.0,1.0,0.952756,3.4.0
3977,CsB3O5,36,36,27.2595,1.223171,78.111136,54.54635,0.621157,0.269582,1.0,3.4.0
560558,CsCdAuS2,10,20,101.2826,0.296596,18.878737,11.681634,0.622938,0.335607,0.941176,3.4.0
1784,CsF,2,8,75.9519,0.229465,3.593652,3.151362,1.0,1.0,1.0,3.4.0
606680,CsLi2Br3,6,12,64.4166,0.143065,4.23194,3.559434,0.729958,0.438512,0.987539,3.4.0
23364,CsLiCl2,8,8,52.6881,0.118501,4.401037,3.839215,0.773489,0.570116,0.987762,3.4.0
3288,CsNO2,12,12,44.7277,1.176791,74.090626,44.435031,0.603078,0.224129,1.0,3.4.0
505321,CsNb(CuTe2)2,32,32,107.913,0.31356,29.876903,13.562726,0.732563,0.527149,0.887795,3.4.0
582146,CsNb4Cl11,32,32,55.9071,0.381018,33.584498,17.152066,0.743336,0.449294,0.793307,3.4.0
984872,CsPb2Cl5,16,32,90.5713,0.205716,7.023945,5.033616,0.713562,0.513898,0.996063,3.4.0
11118,CsPrCdSe3,12,24,103.8507,0.238326,10.99629,8.677473,0.788112,0.611417,0.997669,3.4.0
9080,CsPrS2,4,12,84.4858,0.338783,12.766721,8.157248,0.900804,0.824927,1.0,3.4.0
2969,CsSbSe2,16,16,103.1464,0.261236,13.979497,8.741241,0.681062,0.355063,0.992126,3.4.0
7212,CsSmHgSe3,12,24,120.1226,0.239116,10.277634,8.541887,0.78359,0.621989,0.988345,3.4.0
30164,CsSn2Cl5,16,32,68.4488,0.216083,7.336211,5.248316,0.699278,0.457893,0.996063,3.4.0
361,Cu2O,6,6,47.6971,1.554279,32.565148,29.919094,0.581425,0.372138,1.0,3.4.0
3934,Cu3PS4,16,16,43.734,0.400891,29.490777,16.557431,0.825366,0.705513,0.802165,3.4.0
22913,CuBr,2,8,71.725,0.417849,10.578437,8.02409,1.0,1.0,1.0,3.4.0
22914,CuCl,2,8,49.4995,0.428676,10.701161,7.912414,1.0,1.0,1.0,3.4.0
22895,CuI,2,6,95.2252,0.2459,11.078922,8.686888,0.99784,0.996176,0.64486,3.4.0
32750,CuI,8,24,95.2252,0.270194,11.085691,8.6473,0.970256,0.955304,0.886842,3.4.0
927,CuP2,12,12,41.8312,0.398906,25.563994,19.437565,0.82295,0.60114,0.899767,3.4.0
4468,CuSbS2,16,16,62.359,0.337807,14.389246,12.121871,0.774409,0.556061,0.927165,3.4.0
28741,CuSe3Br,20,20,76.066,0.294319,14.613638,11.149118,0.742078,0.484617,0.902521,3.4.0
3261,Dy(BO2)3,160,160,29.0929,1.184618,57.591112,47.091847,0.714709,0.455878,1.0,3.4.0
3611,Dy2Hf2O7,22,88,72.1796,1.589546,40.916486,27.307978,0.636293,0.417232,1.0,3.4.0
2345,Dy2O3,40,80,74.5996,1.309588,27.760285,21.902055,0.818394,0.679608,1.0,3.4.0
1270,Dy2S3,20,20,84.239,0.454855,16.279091,13.719489,0.852109,0.692275,1.0,3.4.0
752405,Dy2SiO5,32,32,54.1353,1.18699,77.674792,37.517419,0.631091,0.388275,1.0,3.4.0
768317,Dy2SiO5,32,64,54.1353,1.190644,76.751173,37.437907,0.647163,0.397895,1.0,3.4.0
18219,Dy2SiSeO4,32,32,62.0054,0.999973,75.305865,33.896017,0.646388,0.343348,1.0,3.4.0
4024,DyAgTe2,8,8,131.3921,0.262061,11.336851,9.288287,0.801222,0.601206,0.917323,3.4.0
556108,DyTiClO3,12,24,48.9697,0.869092,38.437235,24.732268,0.701487,0.396487,1.0,3.4.0
3041,Er2CdS4,14,56,82.1699,0.856725,15.489103,12.934539,0.777933,0.6669,1.0,3.4.0
2460,Er2O3,15,30,76.5032,1.251753,29.865212,22.886283,0.796346,0.579461,1.0,3.4.0
679,Er2O3,40,80,76.5032,1.348176,28.687767,22.822682,0.815873,0.678372,1.0,3.4.0
2234,Er2S3,30,30,86.1426,0.618948,16.182218,13.603822,0.822035,0.651798,1.0,3.4.0
209,Er2Se3,20,80,114.2796,0.577334,14.096462,11.842913,0.811697,0.664001,1.0,3.4.0
555983,Er2SiO5,32,64,55.3251,1.210281,77.273524,38.109822,0.647207,0.396005,1.0,3.4.0
3688,Er2Sn2O7,22,88,62.1758,1.403825,47.624116,28.326259,0.658381,0.429755,1.0,3.4.0
3384,Er3Al5O12,80,160,41.4339,0.927556,48.853503,32.411472,0.671835,0.46935,1.0,3.4.0
4044,ErAgSe2,16,16,108.2618,0.315004,11.887103,10.037866,0.814904,0.610327,0.978346,3.4.0
546621,ErBi2BrO4,8,8,91.1402,0.628366,24.432975,17.763251,0.875606,0.79984,1.0,3.4.0
551250,ErBi2IO4,8,8,97.0152,0.597097,23.391486,17.087397,0.872083,0.780442,1.0,3.4.0
3457,ErP5O14,80,80,27.306,2.701414,111.669292,68.196078,0.521134,0.230554,1.0,3.4.0
4006,ErPO4,12,24,43.7051,3.297779,103.95672,52.303385,0.582203,0.332725,1.0,3.4.0
3444,ErTaO4,12,12,68.7007,1.180864,62.422415,33.855928,0.677197,0.435923,1.0,3.4.0
4123,ErTlS2,4,12,108.9431,0.372667,14.294899,9.218443,0.979478,0.945819,1.0,3.4.0
1522,FeS2,6,6,39.9917,0.614471,34.93303,29.024617,0.886093,0.770309,1.0,3.4.0
226,FeS2,12,12,39.9917,0.910593,34.311602,29.001158,0.974445,0.958838,1.0,3.4.0
1714,FeSi2,24,48,37.3387,0.969928,32.76351,27.002459,0.878572,0.783762,1.0,3.4.0
4809,Ga2HgS4,7,14,66.8994,0.508483,18.987443,15.723835,0.820202,0.593429,1.0,3.4.0
4730,Ga2HgSe4,7,14,93.6966,0.425506,16.250625,13.501767,0.843217,0.643739,1.0,3.4.0
1243,Ga2O3,10,30,37.4888,1.093175,28.339303,26.622899,0.803453,0.573787,1.0,3.4.0
886,Ga2O3,10,20,37.4888,1.106829,37.744149,30.455118,0.735082,0.448363,1.0,3.4.0
20496,Ga2PbO4,14,28,58.6634,0.98995,37.632657,28.681118,0.632051,0.325879,1.0,3.4.0
539,Ga2S3,10,20,47.1282,0.768527,19.726478,18.100895,0.754315,0.456795,1.0,3.4.0
1340,Ga2Se3,10,20,75.2652,0.627051,16.654391,15.10816,0.785154,0.522273,1.0,3.4.0
2371,Ga2Te5,7,14,111.0637,0.32366,12.535751,10.484968,0.766934,0.567132,0.994852,3.4.0
3107,Ga3PO7,11,33,32.0126,2.391557,104.955747,45.767088,0.641253,0.361598,1.0,3.4.0
3996,GaAsO4,18,18,34.7737,2.103319,78.196847,45.480137,0.603797,0.33395,1.0,3.4.0
4280,GaCuO2,4,12,41.317,0.899929,29.654016,28.118126,0.647698,0.418556,1.0,3.4.0
588,GaF3,8,24,31.6796,0.99295,35.738405,23.332868,0.610403,0.370952,1.0,3.4.0
804,GaN,4,4,41.8649,0.973208,31.60948,31.387102,0.99107,0.97321,1.0,3.4.0
830,GaN,2,8,41.8648,1.782403,31.66363,31.34151,1.0,1.0,1.0,3.4.0
4122,GaPO4,18,18,27.4491,2.643235,105.213324,58.823891,0.602148,0.346654,1.0,3.4.0
2490,GaP,2,8,50.3484,0.977746,21.312072,19.715347,1.0,1.0,1.0,3.4.0
2507,GaS,8,8,50.894,0.46108,17.799179,16.699388,0.85952,0.732728,0.925197,3.4.0
1572,GaSe,8,8,74.3415,0.399861,16.094192,14.824225,0.836191,0.704601,0.897638,3.4.0
1943,GaSe,8,8,74.3415,0.400147,16.15972,14.84378,0.836509,0.706293,0.858268,3.4.0
10009,GaTe,8,8,98.6615,0.337492,14.148648,12.627042,0.809421,0.652125,0.905512,3.4.0
542812,GaTe,12,24,98.6615,0.281168,14.094133,12.370153,0.82494,0.689973,0.885781,3.4.0
4187,Ge2N2O,10,20,37.8586,2.028859,52.113443,46.648016,0.73005,0.412106,1.0,3.4.0
223,GeO2,9,9,34.8796,2.207741,59.262595,46.924265,0.607255,0.334781,1.0,3.4.0
470,GeO2,6,6,34.8796,1.697604,44.748751,37.093541,0.687281,0.354536,1.0,3.4.0
733,GeO2,9,9,34.8796,2.207782,59.265089,46.923068,0.607259,0.334834,1.0,3.4.0
2242,GeS,8,8,52.3525,0.308842,10.789211,10.215831,0.860408,0.726123,0.993007,3.4.0
700,GeSe,8,8,75.8,0.258071,9.936565,9.095337,0.871622,0.766705,0.996503,3.4.0
938,GeTe,2,6,100.12,0.273354,8.369034,7.503409,0.971906,0.955518,0.990654,3.4.0
559617,HfB2O5,32,32,35.0136,1.486383,57.814309,46.837222,0.717395,0.469403,1.0,3.4.0
1858,HfO2,24,24,70.1629,1.611112,38.99825,30.538998,0.778129,0.589053,1.0,3.4.0
352,HfO2,12,12,70.1629,1.183105,41.220648,31.874959,0.785527,0.586822,1.0,3.4.0
985829,HfS2,3,3,80.8733,0.484783,20.157493,16.372034,0.876065,0.769187,0.97669,3.4.0
4609,HfSiO4,12,24,45.0955,3.179833,78.757784,48.318692,0.598358,0.346554,1.0,3.4.0
3810,Hg(AsO3)2,9,9,49.6033,1.765832,56.108164,32.955087,0.753399,0.417902,1.0,3.4.0
3167,Hg2GeSe4,7,14,112.8086,0.344386,20.686333,11.994554,0.805891,0.624541,1.0,3.4.0
4710,Hg3(BO3)2,22,66,65.3989,1.842346,69.033187,44.401479,0.526744,0.127326,0.997203,3.4.0
4445,Hg3AsO4,32,32,92.5862,0.74297,67.875546,29.45016,0.502556,0.198672,1.0,3.4.0
567949,Hg3AsSe4Br,18,18,119.1595,0.256802,16.201793,10.72482,0.73149,0.509496,0.881119,3.4.0
3538,Hg3TeO6,80,160,82.5366,0.649713,65.817435,29.649363,0.580252,0.227779,1.0,3.4.0
28590,Hg4As2I3,72,72,148.1018,0.434292,18.662125,10.535292,0.625283,0.337069,0.99687,3.4.0
29958,Hg7(PO5)2,38,38,85.5827,1.445478,90.083043,34.963448,0.550668,0.236211,1.0,3.4.0
706,HgF,4,8,109.7942,0.356914,21.392555,14.881936,0.453021,0.179532,1.0,3.4.0
1224,HgO,8,8,108.2947,0.581978,29.850606,24.759518,0.494819,0.107816,1.0,3.4.0
22574,HgP14Pb,64,64,52.5889,0.424882,20.359537,18.380713,0.854002,0.699559,0.86122,3.4.0
7293,HgPSe3,20,40,93.6888,0.596061,28.254075,15.555213,0.631734,0.313871,0.974684,3.4.0
3228,HgSO4,12,12,49.4421,1.177846,111.363733,49.821741,0.568292,0.282969,1.0,3.4.0
634,HgS,6,6,116.3275,0.421956,16.929825,15.350007,0.534762,0.174479,1.0,3.4.0
4284,Ho2CdSe4,14,56,108.3017,0.735702,13.019062,11.30891,0.773464,0.660196,1.0,3.4.0
812,Ho2O3,40,80,75.5718,1.328695,28.175562,22.325136,0.817257,0.679224,1.0,3.4.0
779522,Ho2P4O13,38,76,34.8288,2.592809,109.485834,61.104016,0.550582,0.280511,1.0,3.4.0
878,Ho2S3,30,30,85.2111,0.612853,15.914973,13.399508,0.822324,0.652341,1.0,3.4.0
3884,Ho2Sn2O7,22,88,61.7524,1.395709,47.195029,28.143032,0.65807,0.429024,1.0,3.4.0
542514,Ho2Te4O11,34,68,59.7796,0.975362,49.275911,30.644547,0.613525,0.340107,1.0,3.4.0
1154,Ho4C7,44,44,67.6178,1.016946,89.260238,44.59103,0.601664,0.355767,1.0,3.4.0
561877,HoF3,16,16,55.4814,0.673213,27.830361,17.054308,0.715781,0.455609,1.0,3.4.0
3144,HoNbO4,12,24,53.639,1.145904,60.699666,32.25568,0.66573,0.440588,1.0,3.4.0
4104,HoPO4,12,24,43.3169,3.281895,103.686832,52.034645,0.581375,0.331671,1.0,3.4.0
4344,HoTaO4,12,24,68.3126,1.193275,64.374284,34.187676,0.66295,0.438936,1.0,3.4.0
22323,In2O3,10,30,55.5268,0.86273,26.574212,22.72098,0.798868,0.547,1.0,3.4.0
2874,In2Si2O7,11,22,36.1639,1.840178,73.306704,45.201223,0.635017,0.360268,1.0,3.4.0
556528,In4GeS4,72,72,73.3524,0.671907,15.979055,13.971454,0.819039,0.632417,0.998435,3.4.0
22189,In6TeO12,19,57,53.079,1.014502,70.485725,27.562341,0.630186,0.361944,1.0,3.4.0
20351,InP,2,8,72.8959,0.833309,17.455992,16.266017,1.0,1.0,1.0,3.4.0
19795,InS,8,8,73.4415,0.33872,13.535366,12.800848,0.708891,0.485353,1.0,3.4.0
29236,InTeBr,12,12,107.4407,0.244154,13.445004,10.79933,0.687264,0.436957,0.897436,3.4.0
2437,IrF3,8,24,62.3031,0.936841,64.739085,33.718271,0.647271,0.321028,1.0,3.4.0
2833,IrS2,24,24,85.449,0.593762,39.439524,29.516783,0.848766,0.677506,0.937063,3.4.0
4351,K2B2S7,22,44,29.4794,0.597566,29.283119,19.36763,0.767024,0.416599,0.926855,3.4.0
3963,K2CO3,24,24,23.0343,1.221122,95.856236,42.943681,0.617159,0.29416,1.0,3.4.0
6494,K2Ca(CO3)2,11,33,21.6629,1.088821,98.074336,48.824051,0.620452,0.297205,0.979181,3.4.0
7534,K2Cd2O3,14,14,50.1453,0.439621,16.490632,12.413248,0.654822,0.320339,1.0,3.4.0
27742,K2CdO2,20,20,44.5213,0.47655,17.030916,10.022797,0.693699,0.367811,1.0,3.4.0
4698,K2Ge8O17,108,108,34.4928,1.335453,59.66516,40.18965,0.6402,0.340483,1.0,3.4.0
23956,K2MgH4,7,14,15.2191,0.168789,11.333772,5.533029,0.764631,0.644202,1.0,3.4.0
4758,K2NbF7,40,40,30.4092,0.856315,72.196627,20.177133,0.596474,0.313108,1.0,3.4.0
2672,K2O2,8,16,27.5489,0.328934,22.867856,14.325886,0.601624,0.332129,1.0,3.4.0
776016,K2O,24,24,31.3987,0.226084,5.330123,5.048031,0.999349,0.998876,1.0,3.4.0
971,K2O,3,12,31.3987,0.238458,5.328436,5.045918,1.0,1.0,1.0,3.4.0
569967,K2PrCl5,32,32,49.5462,0.213509,16.384076,6.601052,0.69375,0.425077,1.0,3.4.0
3821,K2PtF6,9,9,43.0301,0.656853,92.87809,25.178399,0.600935,0.379412,1.0,3.4.0
1022,K2S,3,12,36.7539,0.16611,5.150109,4.002402,1.0,1.0,1.0,3.4.0
3379,K2SbF5,16,32,36.8686,0.420859,37.435222,13.17593,0.58524,0.312389,1.0,3.4.0
3042,K2SiF6,9,36,24.4747,1.729051,66.91865,22.238253,0.681268,0.521903,1.0,3.4.0
17730,K2SnO3,24,24,40.8175,0.711859,45.414323,19.428404,0.711023,0.403295,1.0,3.4.0
8972,K2TaCuSe4,16,64,79.8163,0.329255,40.809297,15.129037,0.64679,0.405573,0.823819,3.4.0
3975,K2TaF7,40,40,39.2133,0.899937,76.458056,21.468077,0.596973,0.314502,1.0,3.4.0
1747,K2Te,3,12,68.5989,0.123937,4.230354,3.149954,1.0,1.0,0.950877,3.4.0
3970,K2TiF6,9,9,26.6727,0.62338,53.515898,17.788872,0.606416,0.371804,1.0,3.4.0
28766,K2TiS3,12,24,37.0431,0.452326,26.644577,12.479898,0.662317,0.358378,1.0,3.4.0
3808,K2UO4,7,14,54.3176,0.808211,76.000027,24.315357,0.542681,0.306035,1.0,3.4.0
18449,K2ZrO3,24,24,36.2365,0.822459,51.306106,20.877714,0.696103,0.369781,1.0,3.4.0
4647,K3(Cu4Se3)2,17,34,64.6719,0.274337,12.795355,8.655273,0.741971,0.502132,0.848573,3.4.0
3797,K3AsS4,32,32,40.0596,0.30237,33.349853,12.322559,0.641697,0.420511,1.0,3.4.0
642821,K3H5Pt,18,18,35.2687,0.223226,39.328776,12.216426,0.633346,0.356318,0.842269,3.4.0
975577,K3La(AsO4)2,28,28,38.1456,0.956284,77.955124,31.354814,0.598071,0.360598,1.0,3.4.0
1568,K3P11,56,56,32.7147,0.389164,20.226561,15.634267,0.814583,0.617265,0.656371,3.4.0
17989,K3PS4,32,32,34.5661,0.348334,38.67184,14.467035,0.639524,0.42503,1.0,3.4.0
28837,K3RhCl6,40,40,43.2918,0.364152,36.265357,10.564423,0.620517,0.380076,0.973418,3.4.0
4690,K3TaO8,12,24,35.5198,0.835317,76.324762,26.651269,0.631135,0.266188,1.0,3.4.0
3529,K3VS4,32,32,37.062,0.351511,43.001912,14.924089,0.625246,0.388884,0.990157,3.4.0
3125,K3Zn2F7,12,24,31.7536,0.444543,19.174694,10.412962,0.639391,0.457119,1.0,3.4.0
17015,K4GeO4,36,36,32.559,0.448404,55.202245,18.82878,0.662796,0.448765,1.0,3.4.0
29484,K4HgAs2,7,21,72.4038,0.234192,16.341765,6.800342,0.693977,0.45697,0.879518,3.4.0
4971,K4Sn3Se8,30,60,76.2802,0.285978,21.599542,10.901442,0.662102,0.377339,0.948459,3.4.0
11719,K4ZnP2,7,21,40.5315,0.274165,19.829123,8.065492,0.671877,0.418835,0.94148,3.4.0
777297,K5H(CN2)2,48,48,23.0456,2.287409,126.236057,46.984172,0.595074,0.356197,1.0,3.4.0
755633,K5Se3,16,32,54.0464,0.16357,9.519931,4.37453,0.719229,0.535951,0.973684,3.4.0
18246,K6MnTe4,22,22,72.7207,0.352217,15.159032,5.517201,0.711588,0.486392,0.866808,3.4.0
3949,K7LiSi8,64,64,31.5821,0.389813,15.899309,8.874882,0.656967,0.424723,0.998016,3.4.0
568644,K9InSe7,68,68,59.966,0.155315,15.582897,5.858988,0.678841,0.424115,0.960349,3.4.0
3074,KAgO,12,24,54.322,0.864709,23.876698,15.495435,0.653262,0.336598,1.0,3.4.0
2910,KAlF4,12,12,23.6789,0.76938,42.286781,20.533959,0.599146,0.350563,1.0,3.4.0
4266,KAsF6,8,24,28.5013,1.56022,82.208788,27.683027,0.5507,0.32447,1.0,3.4.0
713,KAs,16,16,57.01,0.162835,10.563764,6.639102,0.780336,0.466898,0.877953,3.4.0
568986,KAuCl4,24,24,62.9795,0.395081,38.340068,15.4495,0.535637,0.181642,0.808772,3.4.0
3592,KAuS5,28,56,56.6271,0.368225,18.904715,15.149198,0.662177,0.256725,0.711712,3.4.0
3257,KAuSe5,28,56,90.1236,0.305287,17.003583,12.042384,0.645773,0.215462,0.752896,3.4.0
3919,KBO2,24,72,20.477,0.927241,74.549924,45.325721,0.572405,0.238383,1.0,3.4.0
23251,KBr,2,8,59.5011,0.167003,2.922869,2.910355,1.0,1.0,1.0,3.4.0
4026,KCrS2,4,12,38.8061,0.661278,14.039876,10.255859,0.913852,0.852984,0.985981,3.4.0
3982,KCuO2,8,16,33.6608,0.560575,53.713931,27.618569,0.727187,0.27295,1.0,3.4.0
15785,KDyS2,4,12,66.4321,0.362417,14.217382,9.672464,0.920302,0.85891,1.0,3.4.0
4326,KErS2,4,12,67.6218,0.368756,14.454748,9.9213,0.920098,0.860469,1.0,3.4.0
463,KF,2,8,29.0484,0.320213,5.194246,4.866475,1.0,1.0,1.0,3.4.0
4066,KGaO2,64,64,35.205,0.721548,37.351309,24.574218,0.675,0.438223,1.0,3.4.0
2146,KGe,64,64,55.8691,0.332594,11.921,7.299293,0.63959,0.449353,0.992063,3.4.0
556475,KLaPdO3,12,24,55.4037,0.508832,38.08736,19.920317,0.646169,0.37356,0.998834,3.4.0
4495,KLiTe,6,6,57.8798,0.140856,5.683885,4.030554,0.973323,0.919969,0.956386,3.4.0
3448,KMgF3,5,5,24.0797,0.386713,20.462016,12.473952,0.714841,0.572262,1.0,3.4.0
827,KN3,8,16,20.2796,1.554574,167.899536,87.840132,0.488198,0.230734,0.968504,3.4.0
545359,KNa2CuO2,6,12,30.1038,0.426834,32.299471,15.300457,0.585341,0.370649,1.0,3.4.0
4342,KNbO3,5,5,36.0006,1.060583,45.076619,24.820391,0.663165,0.490027,1.0,3.4.0
4608,KPF6,8,24,23.0078,1.811729,90.807264,32.118499,0.594979,0.389553,1.0,3.4.0
4519,KPrO2,4,12,53.0012,0.566839,22.050315,12.371348,0.904259,0.802782,1.0,3.4.0
4757,KReO4,12,24,48.2171,1.560269,131.755436,54.282328,0.568713,0.346194,1.0,3.4.0
14607,KSbO3,60,60,41.7713,1.688704,58.053703,28.153348,0.71762,0.404785,1.0,3.4.0
11703,KSbS2,8,16,56.2471,0.297474,16.267059,10.380618,0.722485,0.428227,0.996063,3.4.0
1536,KSb,16,16,80.4292,0.131352,8.769469,5.490124,0.803204,0.519751,0.590551,3.4.0
1217,KSi,64,64,33.5919,0.379539,14.393621,8.641395,0.637781,0.447673,0.992063,3.4.0
15783,KSmS2,4,12,63.3971,0.34839,13.783403,9.151199,0.92014,0.854076,1.0,3.4.0
3614,KTaO3,5,5,53.6089,1.132627,45.228159,25.893278,0.702693,0.554039,1.0,3.4.0
2072,KTe,8,8,83.3491,0.106305,7.604567,5.172389,0.676586,0.412113,0.583916,3.4.0
6376,KV(CuS2)2,16,32,43.174,0.392678,41.665943,17.95513,0.686936,0.455144,0.724409,3.4.0
2943,KY3F10,28,112,35.4143,0.653362,28.965427,15.131898,0.749982,0.553553,1.0,3.4.0
4658,La(BO2)3,20,40,26.7335,2.19052,71.672831,51.569168,0.598046,0.297569,1.0,3.4.0
4350,La2(SeO3)3,56,56,47.049,1.06825,57.080914,33.084024,0.615178,0.372426,1.0,3.4.0
756888,La2(SiO3)3,28,28,36.1473,1.513903,76.334304,45.636787,0.634843,0.389364,1.0,3.4.0
568036,La2GaN3,24,48,64.9257,0.925664,29.014803,20.264562,0.732189,0.536417,1.0,3.4.0
1968,La2O3,5,5,65.1618,1.04888,21.930099,16.313885,0.929056,0.823466,1.0,3.4.0
2292,La2O3,40,80,65.1618,1.10051,22.097277,16.085481,0.827919,0.694052,1.0,3.4.0
7475,La2S3,20,20,74.8012,0.419762,13.985285,11.268657,0.8585,0.702558,1.0,3.4.0
4511,La2SO2,5,5,68.3749,0.827952,20.174323,15.167527,0.958902,0.938353,1.0,3.4.0
4078,La2SO6,18,36,45.0969,1.09601,121.730889,41.842415,0.708012,0.510929,1.0,3.4.0
5152,La2SiO5,32,32,48.2367,1.071929,75.654828,33.603229,0.6562,0.428456,1.0,3.4.0
4086,La2Sn2O7,22,88,57.0206,1.258217,40.237711,24.909175,0.664868,0.436676,1.0,3.4.0
4547,La2TeO2,5,10,87.4819,0.756333,19.451973,14.785158,0.941316,0.847255,1.0,3.4.0
558528,La2TiZnO6,20,20,48.7054,1.322064,34.519001,19.646209,0.714051,0.493784,1.0,3.4.0
769915,La4Ga2O9,60,60,55.9375,0.923318,39.760978,23.391982,0.668013,0.425976,1.0,3.4.0
4412,La4Se3O4,11,22,77.8636,0.526984,21.201793,14.837336,0.855274,0.713379,1.0,3.4.0
3249,La4Ti3O12,19,57,46.9061,1.582058,38.467483,22.42918,0.71123,0.526055,1.0,3.4.0
2920,LaAlO3,10,30,42.777,1.054225,34.155811,25.45354,0.740006,0.578844,1.0,3.4.0
4841,LaCuS2,16,16,66.6454,0.338918,14.273721,11.463951,0.828973,0.618539,0.958661,3.4.0
334,LaF3,24,24,48.9752,0.710329,21.519618,12.832829,0.756539,0.484858,1.0,3.4.0
905,LaF3,24,24,48.9752,0.70792,21.591329,12.814664,0.757274,0.490241,1.0,3.4.0
3336,LaGaO3,10,30,51.3253,0.977671,28.796343,21.76951,0.722862,0.476072,1.0,3.4.0
27979,LaI3,8,16,129.9047,0.19669,10.805191,7.078933,0.756635,0.562151,0.826772,3.4.0
