mp_id,material,n_atoms_primitive,n_atoms_unitcell,avg_mass_AMU,fc_mean,fc_max,on_site_norm,trace_ratio,aniso,interaction_range,phonopy_version
2804,LaP2,24,48,66.951,0.475179,16.391463,14.55737,0.735916,0.509271,1.0,3.4.0
200,LaP7,32,32,44.4652,0.444823,23.465115,19.235947,0.811222,0.593635,0.98622,3.4.0
3962,LaPO4,24,24,38.9795,1.754102,102.158628,48.998935,0.594678,0.362205,1.0,3.4.0
1508,LaS2,24,24,67.6785,0.339202,14.033198,12.643672,0.776493,0.555432,1.0,3.4.0
3998,LaTaO4,12,24,63.9752,1.153757,54.268821,29.727081,0.648,0.397509,1.0,3.4.0
4421,LaTaO4,24,24,63.9752,1.50599,49.900946,28.343023,0.662736,0.383275,1.0,3.4.0
3297,Li10Zn4O9,46,46,20.6489,0.474968,19.288963,15.084133,0.755929,0.572889,1.0,3.4.0
765481,Li2AgF5,32,32,27.0928,0.450525,56.566734,17.73449,0.573366,0.216557,1.0,3.4.0
4779,Li2B4O7,52,104,13.0094,1.64867,81.130736,51.119818,0.639614,0.286014,1.0,3.4.0
4622,Li2BeF4,42,126,14.1268,0.515957,31.620285,17.182154,0.703533,0.473162,1.0,3.4.0
3054,Li2CO3,12,24,12.3151,1.472142,103.620124,47.983989,0.608888,0.278707,1.0,3.4.0
15988,Li2CuSb,4,16,49.797,0.181401,12.442652,6.802039,1.0,1.0,0.980315,3.4.0
841,Li2O2,8,8,11.4702,0.372705,22.703643,15.53509,0.716249,0.523914,1.0,3.4.0
1960,Li2O,3,12,9.9605,0.545729,16.134068,12.42191,1.0,1.0,1.0,3.4.0
760483,Li2PdO3,12,24,28.05,0.823424,66.358964,24.041152,0.81162,0.533919,1.0,3.4.0
1153,Li2S,3,12,15.3157,0.286209,10.343547,7.158568,1.0,1.0,1.0,3.4.0
2286,Li2Se,3,12,30.9473,0.241474,8.984851,6.119653,1.0,1.0,1.0,3.4.0
3552,Li2Si2O5,36,36,16.6722,1.127638,80.23128,46.409205,0.616865,0.380069,1.0,3.4.0
4117,Li2Si2O5,18,36,16.6722,1.133843,80.278674,46.912764,0.621873,0.387896,1.0,3.4.0
3540,Li2SnO3,24,48,30.0984,0.922172,47.375982,19.641477,0.764687,0.442632,1.0,3.4.0
27231,Li2TeO3,24,48,31.58,0.913462,55.528747,26.500139,0.641978,0.408978,1.0,3.4.0
2530,Li2Te,3,12,47.1607,0.192696,7.540824,4.978991,1.0,1.0,1.0,3.4.0
756294,Li2Ti2O5,18,36,21.0681,0.968045,61.383735,33.090329,0.626216,0.362627,1.0,3.4.0
772049,Li2Ti2O5,36,36,21.0681,0.964217,61.037765,32.641817,0.643676,0.384353,1.0,3.4.0
2931,Li2TiO3,24,48,18.2912,1.052701,37.589909,19.344854,0.794325,0.522001,1.0,3.4.0
4002,Li2ZrF6,9,9,24.344,0.720045,49.087738,17.326981,0.628133,0.406681,1.0,3.4.0
3216,Li2ZrN2,5,5,26.6239,0.879421,30.83629,18.541457,0.922815,0.853003,1.0,3.4.0
4156,Li2ZrO3,12,24,25.5174,1.057399,41.629594,19.40763,0.746067,0.470687,1.0,3.4.0
757,Li3As,8,8,23.9362,0.15884,9.970432,6.510372,0.768596,0.53356,0.924825,3.4.0
985585,Li3ClO,5,5,14.4551,0.303434,16.479927,9.041366,0.71167,0.567506,1.0,3.4.0
3887,Li3GaN2,48,96,19.7599,0.691035,28.093249,17.155245,0.820994,0.668864,1.0,3.4.0
2251,Li3N,4,4,8.7074,0.352665,15.991477,11.613456,0.705242,0.377867,0.971963,3.4.0
2341,Li3N,8,8,8.7074,0.313025,13.383096,10.502911,0.867004,0.745312,0.993007,3.4.0
2878,Li3PO4,32,32,14.4743,1.004752,105.651549,38.313825,0.673631,0.44204,1.0,3.4.0
736,Li3P,8,8,12.9492,0.178532,10.929497,7.216311,0.776148,0.549456,0.926573,3.4.0
5769,Li3SbO4,16,16,25.8226,0.776703,66.70679,23.071448,0.702763,0.439936,1.0,3.4.0
2074,Li3Sb,4,16,35.6457,0.151471,8.341288,5.122765,1.0,1.0,0.968504,3.4.0
3151,Li3TaO4,32,64,33.2211,0.858231,63.190473,23.887556,0.6766,0.443816,1.0,3.4.0
4558,Li4GeO4,18,36,18.2668,0.62502,59.311459,23.204982,0.713125,0.529739,1.0,3.4.0
30249,Li4GeS4,36,36,25.4071,0.295366,28.244841,11.660586,0.678345,0.404867,0.989899,3.4.0
4426,Li4SeO5,20,40,18.6721,1.113831,82.112392,25.249375,0.693075,0.466516,1.0,3.4.0
4657,Li5GaO4,80,80,16.8426,0.838462,39.298764,17.533547,0.687707,0.472726,1.0,3.4.0
3838,Li5ReN4,20,20,27.6939,1.111603,103.665049,29.412301,0.680601,0.409887,1.0,3.4.0
3503,Li6WN4,22,22,25.5921,1.661185,86.632489,24.849552,0.680181,0.451864,1.0,3.4.0
4604,Li7VN4,96,96,12.9629,0.734111,68.780245,20.317314,0.748552,0.57945,0.997368,3.4.0
4527,Li8SnO6,15,45,18.0156,1.207742,44.243032,15.723076,0.742459,0.574177,1.0,3.4.0
3427,LiAlO2,16,16,16.4803,0.919651,48.728781,31.336144,0.699565,0.416039,1.0,3.4.0
4586,LiAlTe2,8,16,72.2806,0.271398,14.642903,10.360285,0.84565,0.650164,0.944882,3.4.0
3660,LiB3O5,36,36,13.2634,1.336531,79.696554,55.729479,0.629277,0.269857,1.0,3.4.0
3635,LiBO2,16,16,12.4377,1.213831,75.34281,48.21425,0.605669,0.28246,1.0,3.4.0
23259,LiBr,2,8,43.4225,0.215037,4.593324,3.44004,1.0,1.0,1.0,3.4.0
1378,LiC,4,8,9.4758,0.700252,80.799788,43.645769,0.609027,0.344143,0.993007,3.4.0
753946,LiCoS2,4,4,32.501,0.391228,27.327911,16.312751,0.884719,0.749666,0.992126,3.4.0
4226,LiCrS2,4,4,30.7668,0.690254,15.286305,12.2105,0.879922,0.689285,0.964567,3.4.0
5127,LiCuO,12,24,28.8288,0.785936,28.444041,20.650954,0.620583,0.323133,0.981221,3.4.0
15791,LiErS2,4,12,59.5825,0.409154,16.323132,10.290283,0.920513,0.851792,1.0,3.4.0
35591,LiErS2,8,16,59.5825,0.341101,15.876322,10.786402,0.750289,0.475061,0.991259,3.4.0
35205,LiErSe2,8,16,83.03,0.283997,13.161536,9.29607,0.759551,0.498967,0.980769,3.4.0
1138,LiF,2,8,12.9697,0.596344,9.934416,8.545958,1.0,1.0,1.0,3.4.0
3647,LiGaS2,16,16,35.1985,0.406325,19.737379,14.275264,0.81885,0.621261,0.990157,3.4.0
5488,LiInO2,8,16,38.4395,0.608742,29.787176,17.638572,0.738171,0.458666,1.0,3.4.0
2659,LiN3,4,8,12.2403,1.569912,175.036738,91.629633,0.480705,0.212122,1.0,3.4.0
3368,LiNb3O8,48,48,34.4713,1.679709,53.863645,31.658598,0.618774,0.343603,1.0,3.4.0
3924,LiNbO2,8,8,32.9615,0.692103,59.201917,27.731807,0.857055,0.784218,1.0,3.4.0
3731,LiNbO3,10,30,29.5691,1.258279,51.514694,27.746247,0.666591,0.42802,1.0,3.4.0
37605,LiNdSe2,8,16,77.2758,0.265326,12.624141,8.347197,0.765098,0.526087,0.984266,3.4.0
2412,LiP5,24,24,26.9683,0.545446,21.423338,17.649337,0.819154,0.609425,0.964912,3.4.0
9143,LiPF6,8,24,18.9881,1.103256,91.297887,33.069844,0.641526,0.456432,1.0,3.4.0
3524,LiPN2,8,16,16.482,1.406266,80.361011,48.307071,0.740401,0.504272,1.0,3.4.0
3980,LiSbF6,8,24,30.3364,0.951823,87.869185,29.595422,0.559289,0.331397,1.0,3.4.0
4995,LiSbO3,20,20,35.3398,1.484806,63.290927,30.984014,0.655907,0.325401,1.0,3.4.0
3666,LiTaO3,10,30,47.1774,1.364394,53.684083,29.567994,0.672683,0.431935,0.996639,3.4.0
3700,LiYF4,12,24,28.6401,0.682338,29.085801,14.165038,0.779088,0.456019,1.0,3.4.0
3941,LiYF4,12,12,28.6401,0.48358,28.515955,13.764832,0.786322,0.501254,1.0,3.4.0
1427,Lu2O3,40,80,79.5864,1.406338,29.97044,24.151715,0.812913,0.677334,1.0,3.4.0
2826,Lu2S3,10,30,89.2257,0.521366,15.023561,13.929329,0.819389,0.580046,1.0,3.4.0
7193,Lu2Si2O7,11,22,47.1,1.913103,74.398039,45.308393,0.639268,0.378109,1.0,3.4.0
3200,Lu2Ti2O7,22,88,50.6967,1.653429,30.396658,25.296559,0.634536,0.424426,1.0,3.4.0
554282,Lu3B5O12,80,80,38.5474,1.989325,54.98101,42.600344,0.685943,0.43257,1.0,3.4.0
755804,Lu6TeO12,19,57,72.0733,1.130607,75.327548,28.771381,0.683191,0.448454,1.0,3.4.0
7560,LuBO3,10,30,46.7552,1.350573,69.231225,43.363422,0.639802,0.32375,1.0,3.4.0
2940,LuPO4,12,24,44.9897,3.342601,104.790695,52.946633,0.584529,0.336675,1.0,3.4.0
756704,LuTa3O9,26,26,66.2927,1.745008,58.107237,34.929837,0.625144,0.363297,1.0,3.4.0
3872,Mg(AlS2)2,28,28,29.504,0.54975,23.514939,16.232641,0.727292,0.543177,1.0,3.4.0
3582,Mg(BC)2,40,80,13.9897,1.581098,55.671873,44.140789,0.72407,0.362771,1.0,3.4.0
38951,Mg(GaO2)2,14,28,32.5355,1.060611,32.676557,26.727455,0.739312,0.571694,1.0,3.4.0
4590,Mg(GaO2)2,14,56,32.5355,1.80637,29.410073,25.132627,0.76638,0.64957,1.0,3.4.0
3319,Mg(RhO2)2,14,56,42.0162,1.693474,56.292102,32.59109,0.859514,0.789271,1.0,3.4.0
3653,Mg(SbO3)2,18,18,40.4246,1.048335,60.976219,35.966764,0.657277,0.326872,1.0,3.4.0
560872,Mg10Ge3(H2O9)2,70,70,21.514,0.855994,56.676853,30.158703,0.697507,0.509828,1.0,3.4.0
3051,Mg2GeO4,28,28,26.4639,1.062192,62.418729,30.702708,0.646788,0.410327,1.0,3.4.0
3904,Mg2GeO4,14,56,26.4639,1.93019,52.787533,29.604271,0.709531,0.564296,1.0,3.4.0
3933,Mg2PN3,12,24,20.2673,1.087132,76.897273,40.597964,0.720447,0.491205,1.0,3.4.0
2895,Mg2SiO4,28,28,20.099,1.227173,78.046125,36.863715,0.641293,0.422938,1.0,3.4.0
1990,Mg3As2,40,80,44.5516,0.475769,12.600517,10.24629,0.772793,0.582661,1.0,3.4.0
1559,Mg3N2,40,80,20.1857,0.894626,20.827952,19.657623,0.797178,0.616085,1.0,3.4.0
2514,Mg3P2,40,80,26.9725,0.533532,14.078017,11.509733,0.774318,0.593801,1.0,3.4.0
3118,Mg3TeO6,20,60,29.6511,1.838324,86.789362,30.662133,0.688706,0.474528,1.0,3.4.0
3536,MgAl2O4,14,56,20.3237,2.069687,34.417372,30.065798,0.782662,0.673992,1.0,3.4.0
1249,MgF2,6,6,20.7673,0.714295,20.849032,16.674164,0.692812,0.391193,1.0,3.4.0
3759,MgGeO3,10,30,28.9886,1.10765,45.206734,29.349216,0.807875,0.578633,1.0,3.4.0
4575,MgGeO3,80,80,28.9886,1.529314,62.197705,36.0036,0.614603,0.351825,1.0,3.4.0
2589,MgO2,12,12,18.7679,0.849268,29.353058,26.077607,0.705363,0.542855,1.0,3.4.0
1265,MgO,2,8,20.1522,1.279953,20.150184,19.977927,1.0,1.0,1.0,3.4.0
384,MgP4,10,10,29.64,0.469285,22.095552,18.785101,0.79578,0.559636,0.936134,3.4.0
1315,MgS,2,8,28.185,0.619449,11.225475,9.816555,1.0,1.0,1.0,3.4.0
3677,MgSiN2,16,16,20.101,1.204307,57.483111,39.791266,0.779924,0.589931,1.0,3.4.0
4321,MgSiO3,20,40,20.0777,1.918088,76.29698,43.685352,0.604156,0.348212,1.0,3.4.0
2961,MgSiP2,8,16,28.5845,0.496406,25.557285,19.188175,0.846397,0.634654,1.0,3.4.0
2604,MgTe2,12,12,93.1683,0.295681,10.327099,9.133739,0.745347,0.581528,0.992982,3.4.0
1039,MgTe,4,4,75.9525,0.256959,9.448228,8.844128,0.989911,0.969732,1.0,3.4.0
3771,MgTiO3,10,30,24.034,1.105865,42.019328,26.79173,0.753872,0.525032,1.0,3.4.0
1434,MoS2,3,9,53.3633,0.579,46.39027,30.416267,0.889543,0.834315,0.5338,3.4.0
154,N2,8,8,14.0067,4.804743,153.422345,153.421807,0.333633,0.00045,0.396825,3.4.0
25,N2,8,8,14.0067,4.804581,153.419748,153.419748,0.333626,0.000439,0.396825,3.4.0
2789,NO2,18,36,15.3352,5.982792,128.231014,93.694186,0.41751,0.053709,1.0,3.4.0
31008,Na14Al4O13,62,62,20.5734,0.554374,49.000061,20.394493,0.638113,0.378022,1.0,3.4.0
17473,Na2Al2As3,56,56,46.3868,0.336336,15.85402,11.136537,0.776141,0.563596,0.987773,3.4.0
3318,Na2BeF4,28,28,18.7122,0.496842,31.798333,15.554834,0.63077,0.421398,1.0,3.4.0
3855,Na2BeF4,28,28,18.7122,0.504587,33.021981,15.881234,0.652597,0.432628,1.0,3.4.0
3070,Na2CO3,12,24,17.6647,1.356771,99.882718,45.315416,0.61376,0.321601,1.0,3.4.0
771248,Na2Ge2O5,36,36,30.1396,0.82048,61.425862,33.547777,0.608228,0.340949,1.0,3.4.0
4068,Na2GeS3,24,24,35.8024,0.322484,28.426487,13.564679,0.629662,0.324562,0.996503,3.4.0
2340,Na2O2,12,12,19.4946,0.331073,24.338125,15.046821,0.678956,0.488338,1.0,3.4.0
2352,Na2O,3,12,20.6596,0.321678,9.105032,7.554715,1.0,1.0,1.0,3.4.0
4823,Na2PdC2,5,5,35.2842,0.659455,81.379917,39.010966,0.581144,0.258066,0.970149,3.4.0
3622,Na2PdF4,14,14,32.6276,0.62916,47.043273,17.291754,0.606841,0.292306,1.0,3.4.0
3143,Na2SO4,14,28,20.2917,1.242281,126.10244,46.58475,0.607573,0.352516,1.0,3.4.0
4770,Na2SO4,14,56,20.2917,1.233556,124.835693,45.902781,0.618979,0.397314,1.0,3.4.0
648,Na2S,3,12,26.0148,0.215034,7.262059,5.303644,1.0,1.0,1.0,3.4.0
1266,Na2Se,3,12,41.6465,0.187258,6.46357,4.653817,1.0,1.0,1.0,3.4.0
3193,Na2Si2O5,36,36,20.2386,1.041868,80.542783,44.738335,0.605822,0.36398,1.0,3.4.0
3775,Na2SiF6,27,27,20.8951,1.306704,67.683618,23.094848,0.658815,0.435795,1.0,3.4.0
4533,Na2SiO3,12,24,20.3439,0.812487,77.100118,34.882393,0.665995,0.452315,1.0,3.4.0
3285,Na2Ta4O11,34,102,55.6332,1.419216,53.059138,32.483853,0.652476,0.362556,1.0,3.4.0
2784,Na2Te,3,12,57.8598,0.155867,5.56468,3.87364,1.0,1.0,1.0,3.4.0
3488,Na2Ti3O7,24,24,25.1314,0.918281,47.567014,27.834701,0.588622,0.30086,1.0,3.4.0
18075,Na2TiF6,27,27,23.093,0.829754,54.391866,18.29557,0.57675,0.31562,1.0,3.4.0
17560,Na2UO4,28,28,49.7151,0.943142,77.707979,25.206714,0.60078,0.332528,1.0,3.4.0
28830,Na2ZnBr4,28,28,61.5679,0.205609,12.03672,6.709321,0.632328,0.422111,0.996139,3.4.0
3527,Na3AgO2,12,24,34.8061,0.383305,20.222596,11.08027,0.744025,0.598287,0.994737,3.4.0
3416,Na3AlF6,20,20,20.9941,0.696194,41.87247,15.130311,0.656862,0.430718,1.0,3.4.0
759535,Na3Cu5O4,48,48,37.5581,0.606587,30.165918,21.634053,0.601472,0.292427,0.961404,3.4.0
473,Na3P11,56,56,29.2629,0.398911,20.742928,15.779174,0.812347,0.634241,0.71686,3.4.0
4223,Na3PO4,64,64,20.4926,0.898261,103.268441,35.922609,0.637447,0.385299,1.0,3.4.0
1598,Na3P,8,8,24.9858,0.120221,6.41202,4.511936,0.792874,0.598054,0.903846,3.4.0
27478,Na3PaF8,12,24,37.666,0.640716,59.761091,14.373361,0.682516,0.509445,1.0,3.4.0
4185,Na3ScF6,20,20,22.7916,0.642923,35.756199,12.681266,0.609424,0.34725,1.0,3.4.0
4752,Na5Al3F14,44,44,20.9941,1.362846,42.946722,18.324002,0.634873,0.35776,1.0,3.4.0
4172,Na5GeP3,36,36,31.1678,0.203969,18.323702,7.869902,0.772346,0.543889,0.940171,3.4.0
8840,Na5InO4,20,20,29.3764,0.560645,30.992063,12.691878,0.681847,0.436076,1.0,3.4.0
3928,Na5P3O10,36,72,20.4369,0.9937,107.839853,45.524683,0.576416,0.27791,1.0,3.4.0
8253,Na5ReO6,12,24,33.096,0.896068,75.345925,21.434422,0.67464,0.461297,1.0,3.4.0
3405,NaAl11O17,58,58,20.4061,2.092981,56.715814,35.428751,0.715381,0.489557,1.0,3.4.0
3468,NaAsO2,32,32,32.4775,0.708184,42.848262,25.916411,0.607403,0.337193,1.0,3.4.0
3521,NaBF4,12,24,18.2991,0.95355,63.614455,31.206078,0.589589,0.360193,1.0,3.4.0
3889,NaBO2,24,72,16.4499,1.007104,76.876366,46.833738,0.588618,0.244905,1.0,3.4.0
4534,NaCO2,16,16,16.7498,1.090766,101.880803,57.576517,0.544422,0.1773,1.0,3.4.0
4360,NaCdF3,10,30,38.4792,0.407822,18.322616,10.810749,0.715511,0.478978,1.0,3.4.0
3332,NaCrSe2,4,12,58.2265,0.390827,12.574717,8.222225,0.769275,0.653913,0.850467,3.4.0
4541,NaCuO2,4,8,29.6336,0.625257,51.016797,27.147293,0.76213,0.341894,1.0,3.4.0
752672,NaDyO2,16,32,54.3721,0.657739,27.197819,16.100575,0.819501,0.608316,1.0,3.4.0
3613,NaErS2,4,12,63.5947,0.392138,15.383069,10.259148,0.929027,0.868761,1.0,3.4.0
682,NaF,2,8,20.9941,0.442039,6.931299,6.918848,1.0,1.0,1.0,3.4.0
3338,NaGaO2,16,16,31.1779,0.747778,37.69326,24.823441,0.707981,0.485015,1.0,3.4.0
23268,NaI,2,8,74.9471,0.158613,3.128539,2.71869,1.0,1.0,0.97619,3.4.0
6712,NaLuGeO4,28,28,47.7992,1.055393,60.544478,30.293854,0.627785,0.340869,1.0,3.4.0
2955,NaMgF3,20,20,20.858,0.654435,21.855625,13.182775,0.675892,0.458011,1.0,3.4.0
2964,NaNO2,4,8,17.2488,0.964832,76.663208,46.114108,0.595742,0.227937,0.968504,3.4.0
4531,NaNO3,10,30,16.9989,1.206848,109.248547,55.591735,0.617818,0.301485,1.0,3.4.0
3967,NaNO,24,24,17.6653,1.066177,68.399299,36.811434,0.625369,0.269457,1.0,3.4.0
560032,NaNb2AsO8,48,48,34.3099,1.7223,74.389211,38.513169,0.572056,0.295085,1.0,3.4.0
3744,NaNbO2,8,8,36.9737,0.650738,54.463387,27.31779,0.869397,0.804095,1.0,3.4.0
3136,NaNbO3,5,5,32.7789,1.175957,42.051672,24.082696,0.660645,0.490968,1.0,3.4.0
3671,NaNbO3,40,40,32.7789,1.714293,48.97429,26.550081,0.616656,0.371929,1.0,3.4.0
4419,NaNbO3,10,10,32.7789,1.297948,41.6186,23.719906,0.637879,0.409497,1.0,3.4.0
4514,NaNbO3,10,30,32.7789,1.268926,50.03483,27.201413,0.650817,0.416123,0.996639,3.4.0
4681,NaNbO3,20,20,32.7789,1.631574,47.082961,26.028375,0.62024,0.374928,1.0,3.4.0
4748,NaNbO3,20,40,32.7789,1.517316,38.639953,22.707336,0.62896,0.39852,1.0,3.4.0
8128,NaNdO2,8,16,49.8076,0.529878,23.777172,14.549947,0.760106,0.490568,1.0,3.4.0
676360,NaNdS2,8,16,57.8404,0.299939,13.598066,9.387592,0.764836,0.496478,0.984266,3.4.0
555118,NaPO3,60,60,20.3923,1.33895,110.773203,53.723992,0.574311,0.293743,1.0,3.4.0
558192,NaPO3,40,40,20.3923,1.99697,109.98481,54.104018,0.567307,0.292268,1.0,3.4.0
2400,NaS,8,8,27.5274,0.174866,12.374035,8.249914,0.694567,0.458357,0.870629,3.4.0
409,NaS,12,12,27.5274,0.191865,14.278527,8.743871,0.674981,0.439506,0.988345,3.4.0
4482,NaSbO3,10,30,38.5496,0.924127,62.395115,29.462366,0.799778,0.485462,1.0,3.4.0
7074,NaSc(SiO3)2,20,40,22.0113,1.9713,74.930684,44.354824,0.614366,0.37029,1.0,3.4.0
2402,NaSi,16,32,25.5376,0.215675,15.498626,9.079487,0.623435,0.349952,0.893701,3.4.0
555812,NaSr3BiO6,22,66,53.7115,1.073219,54.516322,18.082133,0.651772,0.460976,1.0,3.4.0
14722,NaSrAlF6,72,72,27.9535,0.490447,43.29701,17.232029,0.646479,0.401862,1.0,3.4.0
3858,NaTaO3,20,20,50.3872,1.767315,48.335332,27.546837,0.637319,0.412689,1.0,3.4.0
4170,NaTaO3,5,5,50.3872,1.239109,50.540219,28.707179,0.659575,0.489362,1.0,3.4.0
4675,NaTaO3,10,10,50.3872,1.3716,49.955991,28.1937,0.637387,0.413056,1.0,3.4.0
4699,NaTaO3,20,40,50.3872,1.615016,47.198856,27.187328,0.629748,0.405986,1.0,3.4.0
3269,NaTh2F9,24,48,54.8376,0.783277,36.679308,14.802791,0.608484,0.389684,1.0,3.4.0
14037,NaTl2RhF6,10,40,64.8652,1.200232,64.407345,17.366541,0.651675,0.477512,1.0,3.4.0
3056,NaTlO2,4,12,64.843,0.528135,21.713368,12.528575,0.890229,0.792545,1.0,3.4.0
754796,NaTmO2,16,32,55.9807,0.682809,28.323535,17.090296,0.829784,0.62702,1.0,3.4.0
3795,NaZnF3,20,20,29.073,0.641491,19.22996,11.705914,0.668261,0.420249,1.0,3.4.0
4824,NaZnP,6,6,39.7812,0.299068,11.756217,8.224728,0.892989,0.814973,1.0,3.4.0
1595,Nb2O5,7,14,37.9728,1.528684,55.460774,39.124773,0.545135,0.270592,1.0,3.4.0
604,Nb2O5,14,28,37.9728,1.694332,51.698503,35.615191,0.593502,0.32114,1.0,3.4.0
3324,Nb2SnO6,18,36,44.5021,1.141754,49.476355,29.962583,0.616288,0.337766,1.0,3.4.0
3926,NbAg7S6,28,28,74.3124,0.359283,36.54919,13.096548,0.606437,0.310451,0.904762,3.4.0
865280,NbAlFe2,4,16,57.8945,0.654378,28.3287,22.518675,1.0,1.0,1.0,3.4.0
5621,NbCu3S4,8,8,51.4755,0.827585,47.287942,19.479607,0.64331,0.464965,0.821429,3.4.0
4043,NbCu3Se4,8,8,74.923,0.743093,38.20309,17.134611,0.713982,0.570973,0.845238,3.4.0
821,NbO2,48,96,41.6351,1.267085,44.17051,30.337916,0.663104,0.394964,1.0,3.4.0
3491,NbSbO4,24,24,46.444,1.154321,49.701405,30.06533,0.613371,0.325382,1.0,3.4.0
3612,NbSbO4,24,24,46.444,1.151638,49.337064,30.209001,0.601523,0.295002,1.0,3.4.0
953,NbZn3,4,4,72.2616,0.438919,20.870836,13.72419,0.89003,0.67009,1.0,3.4.0
3615,Nd(BO2)3,20,40,27.2671,2.228468,72.73778,52.802512,0.600964,0.302941,1.0,3.4.0
1045,Nd2O3,40,80,67.2964,1.166039,24.693194,18.893126,0.825416,0.681011,1.0,3.4.0
2763,Nd2O3,5,5,67.2964,1.118536,24.742064,19.328234,0.909419,0.777887,1.0,3.4.0
438,Nd2S3,20,20,76.9358,0.4352,14.598467,12.403967,0.849943,0.697544,1.0,3.4.0
3211,Nd2SO2,5,5,70.5096,0.875872,22.222773,17.548271,0.959071,0.924281,1.0,3.4.0
3727,Nd3NbO7,22,44,57.9662,1.347195,45.050516,23.2425,0.650969,0.386053,1.0,3.4.0
3782,Nd3Sb5O12,40,80,61.6759,1.307238,34.501216,24.6567,0.665837,0.383025,1.0,3.4.0
3374,Nd4Au2O9,60,60,74.3264,0.823102,54.128339,25.294911,0.707454,0.446989,1.0,3.4.0
556908,Nd5As4(ClO4)3,48,48,54.9687,1.021282,44.86015,24.096251,0.675096,0.442529,1.0,3.4.0
23183,NdCl3,8,8,62.6502,0.311949,14.478254,9.551907,0.853191,0.736359,1.0,3.4.0
3739,NdCuSe2,16,16,91.427,0.30909,12.833469,10.774748,0.834723,0.657146,0.956693,3.4.0
254,NdF3,24,24,50.3093,0.756249,24.04157,14.827762,0.751797,0.486881,1.0,3.4.0
3196,NdGaO3,20,20,52.3926,1.34539,27.685851,22.117702,0.748578,0.53256,1.0,3.4.0
3901,NdNbO4,12,24,50.191,1.1016,61.034437,31.616119,0.656753,0.418968,1.0,3.4.0
3584,NdPO4,24,24,39.8689,1.790774,103.501186,50.458901,0.596321,0.3603,1.0,3.4.0
3694,NdPS4,48,96,50.5793,0.680411,40.152923,21.326722,0.656104,0.413396,1.0,3.4.0
4582,NdRhO3,20,20,59.0291,1.111372,46.130908,26.875354,0.753209,0.497882,1.0,3.4.0
3203,NdTaO4,12,12,64.8646,1.122138,61.328696,32.638386,0.675322,0.427413,1.0,3.4.0
4718,NdTaO4,12,24,64.8646,1.144403,63.967556,33.294376,0.655648,0.421733,1.0,3.4.0
3664,NdTlS2,4,12,103.1888,0.340617,13.384975,8.269309,0.962771,0.911143,1.0,3.4.0
111,Ne,1,4,20.1797,0.004057,0.099787,0.099787,1.0,1.0,0.11215,3.4.0
486,NiP2,6,12,40.2136,0.507988,26.197964,25.910423,0.805011,0.48475,0.995338,3.4.0
2173,P2O5,28,28,20.2778,2.131699,109.395374,73.817908,0.494142,0.21336,1.0,3.4.0
2452,P2O5,14,56,20.2778,2.048716,108.559279,72.523903,0.510032,0.216717,1.0,3.4.0
2319,P2Os,6,6,84.0592,0.783198,41.463132,33.220025,0.818133,0.655477,1.0,3.4.0
3006,P2Pd3S8,13,13,49.056,0.649109,41.940734,25.575614,0.641916,0.369802,0.809559,3.4.0
730,P2Pt,12,12,85.6772,0.928616,36.37147,31.269289,0.951407,0.927111,1.0,3.4.0
1413,P2Ru,6,6,54.3392,0.709092,37.934264,30.330565,0.81335,0.638808,1.0,3.4.0
504748,P3Pb5ClO12,42,42,64.5889,1.515009,94.629561,38.120206,0.599548,0.373519,1.0,3.4.0
2447,P4Se5,36,36,57.6328,0.349602,27.830566,17.230532,0.718598,0.428701,0.832945,3.4.0
3123,PPdSe,24,24,72.1179,0.438451,25.834241,22.510533,0.790082,0.45864,0.811189,3.4.0
2511,PbF2,12,12,81.7323,0.371292,10.731997,7.209903,0.841118,0.713418,1.0,3.4.0
315,PbF2,3,12,81.7323,0.486973,9.731177,6.488841,1.0,1.0,1.0,3.4.0
341,PbF4,5,10,56.6387,0.89732,49.338504,23.742512,0.430598,0.140413,1.0,3.4.0
3472,PbSO4,24,24,50.5438,1.680144,116.33237,50.013511,0.586208,0.354108,1.0,3.4.0
2201,PbSe,2,8,143.08,0.389523,5.750996,5.469435,1.0,1.0,1.0,3.4.0
4649,PdSe2O5,16,32,43.0421,0.91562,49.806766,35.20105,0.626107,0.292165,1.0,3.4.0
2418,PdSe2,12,12,88.1133,0.363492,11.578449,10.435466,0.916792,0.769608,1.0,3.4.0
9497,Pr2C(NO)2,7,7,50.5483,1.394622,135.247474,53.187558,0.719704,0.553145,1.0,3.4.0
2063,Pr2O3,5,5,65.9627,1.089092,24.124574,18.712597,0.912101,0.784936,1.0,3.4.0
3236,Pr2SO2,5,5,69.1758,0.855855,21.776492,17.072294,0.960656,0.928271,1.0,3.4.0
4764,Pr2SeO2,5,5,78.5548,0.808865,20.862387,16.384733,0.948893,0.923339,1.0,3.4.0
4394,Pr2Sn2O7,22,88,57.3846,1.292766,41.492546,26.077707,0.662836,0.433993,1.0,3.4.0
2980,Pr2Te4O11,34,68,56.9535,0.942608,49.652701,30.711123,0.599913,0.32811,1.0,3.4.0
2973,Pr3Sb5O12,40,80,61.1758,1.295795,34.442897,24.471305,0.66358,0.380123,1.0,3.4.0
3466,PrAlO3,10,30,43.1775,1.079245,34.950006,26.462332,0.74178,0.550907,1.0,3.4.0
